#    L    TT             EE             BB             TE          
  2197    0.13567E+03    0.55576E+01    0.30918E-01   -0.26290E+01
  2198    0.13514E+03    0.55699E+01    0.30878E-01   -0.26595E+01
  2199    0.13460E+03    0.55819E+01    0.30838E-01   -0.26913E+01
  2200    0.13408E+03    0.55937E+01    0.30798E-01   -0.27244E+01
  2201    0.13357E+03    0.56053E+01    0.30758E-01   -0.27585E+01
  2202    0.13305E+03    0.56165E+01    0.30718E-01   -0.27941E+01
  2203    0.13255E+03    0.56276E+01    0.30679E-01   -0.28305E+01
  2204    0.13204E+03    0.56384E+01    0.30639E-01   -0.28682E+01
  2205    0.13155E+03    0.56488E+01    0.30599E-01   -0.29068E+01
  2206    0.13105E+03    0.56589E+01    0.30559E-01   -0.29466E+01
  2207    0.13056E+03    0.56688E+01    0.30520E-01   -0.29873E+01
  2208    0.13008E+03    0.56785E+01    0.30480E-01   -0.30289E+01
  2209    0.12960E+03    0.56877E+01    0.30441E-01   -0.30715E+01
  2210    0.12913E+03    0.56966E+01    0.30402E-01   -0.31152E+01
  2211    0.12867E+03    0.57054E+01    0.30362E-01   -0.31598E+01
  2212    0.12821E+03    0.57136E+01    0.30323E-01   -0.32053E+01
  2213    0.12775E+03    0.57216E+01    0.30284E-01   -0.32516E+01
  2214    0.12730E+03    0.57293E+01    0.30245E-01   -0.32986E+01
  2215    0.12685E+03    0.57367E+01    0.30206E-01   -0.33466E+01
  2216    0.12641E+03    0.57436E+01    0.30167E-01   -0.33953E+01
  2217    0.12597E+03    0.57502E+01    0.30129E-01   -0.34447E+01
  2218    0.12554E+03    0.57564E+01    0.30090E-01   -0.34948E+01
  2219    0.12512E+03    0.57623E+01    0.30051E-01   -0.35457E+01
  2220    0.12470E+03    0.57679E+01    0.30013E-01   -0.35972E+01
  2221    0.12428E+03    0.57732E+01    0.29975E-01   -0.36494E+01
  2222    0.12388E+03    0.57780E+01    0.29936E-01   -0.37021E+01
  2223    0.12348E+03    0.57823E+01    0.29898E-01   -0.37553E+01
  2224    0.12307E+03    0.57865E+01    0.29860E-01   -0.38092E+01
  2225    0.12268E+03    0.57902E+01    0.29822E-01   -0.38634E+01
  2226    0.12229E+03    0.57935E+01    0.29784E-01   -0.39182E+01
  2227    0.12191E+03    0.57964E+01    0.29746E-01   -0.39734E+01
  2228    0.12153E+03    0.57988E+01    0.29708E-01   -0.40291E+01
  2229    0.12116E+03    0.58010E+01    0.29671E-01   -0.40850E+01
  2230    0.12079E+03    0.58027E+01    0.29633E-01   -0.41415E+01
  2231    0.12044E+03    0.58040E+01    0.29596E-01   -0.41982E+01
  2232    0.12008E+03    0.58050E+01    0.29558E-01   -0.42552E+01
  2233    0.11973E+03    0.58055E+01    0.29521E-01   -0.43125E+01
  2234    0.11939E+03    0.58056E+01    0.29484E-01   -0.43700E+01
  2235    0.11906E+03    0.58054E+01    0.29447E-01   -0.44278E+01
  2236    0.11873E+03    0.58048E+01    0.29410E-01   -0.44856E+01
  2237    0.11840E+03    0.58037E+01    0.29373E-01   -0.45438E+01
  2238    0.11807E+03    0.58022E+01    0.29336E-01   -0.46023E+01
  2239    0.11776E+03    0.58004E+01    0.29299E-01   -0.46606E+01
  2240    0.11744E+03    0.57981E+01    0.29263E-01   -0.47189E+01
  2241    0.11712E+03    0.57954E+01    0.29226E-01   -0.47774E+01
  2242    0.11683E+03    0.57923E+01    0.29190E-01   -0.48359E+01
  2243    0.11656E+03    0.57888E+01    0.29154E-01   -0.48943E+01
  2244    0.11627E+03    0.57849E+01    0.29117E-01   -0.49527E+01
  2245    0.11598E+03    0.57805E+01    0.29081E-01   -0.50111E+01
  2246    0.11570E+03    0.57758E+01    0.29045E-01   -0.50695E+01
  2247    0.11543E+03    0.57707E+01    0.29010E-01   -0.51278E+01
  2248    0.11516E+03    0.57651E+01    0.28974E-01   -0.51860E+01
  2249    0.11489E+03    0.57592E+01    0.28938E-01   -0.52438E+01
  2250    0.11463E+03    0.57528E+01    0.28903E-01   -0.53017E+01
  2251    0.11438E+03    0.57460E+01    0.28867E-01   -0.53593E+01
  2252    0.11412E+03    0.57388E+01    0.28832E-01   -0.54167E+01
  2253    0.11388E+03    0.57313E+01    0.28797E-01   -0.54738E+01
  2254    0.11365E+03    0.57233E+01    0.28762E-01   -0.55307E+01
  2255    0.11341E+03    0.57150E+01    0.28727E-01   -0.55872E+01
  2256    0.11319E+03    0.57062E+01    0.28692E-01   -0.56435E+01
  2257    0.11296E+03    0.56971E+01    0.28657E-01   -0.56994E+01
  2258    0.11274E+03    0.56876E+01    0.28622E-01   -0.57548E+01
  2259    0.11253E+03    0.56776E+01    0.28588E-01   -0.58101E+01
  2260    0.11232E+03    0.56673E+01    0.28553E-01   -0.58649E+01
  2261    0.11211E+03    0.56565E+01    0.28519E-01   -0.59190E+01
  2262    0.11191E+03    0.56455E+01    0.28485E-01   -0.59727E+01
  2263    0.11172E+03    0.56341E+01    0.28451E-01   -0.60260E+01
  2264    0.11152E+03    0.56222E+01    0.28417E-01   -0.60785E+01
  2265    0.11132E+03    0.56100E+01    0.28383E-01   -0.61306E+01
  2266    0.11113E+03    0.55975E+01    0.28349E-01   -0.61821E+01
  2267    0.11096E+03    0.55846E+01    0.28315E-01   -0.62327E+01
  2268    0.11078E+03    0.55713E+01    0.28282E-01   -0.62833E+01
  2269    0.11061E+03    0.55576E+01    0.28248E-01   -0.63335E+01
  2270    0.11044E+03    0.55437E+01    0.28215E-01   -0.63828E+01
  2271    0.11028E+03    0.55294E+01    0.28181E-01   -0.64313E+01
  2272    0.11012E+03    0.55148E+01    0.28148E-01   -0.64788E+01
  2273    0.10996E+03    0.54996E+01    0.28115E-01   -0.65255E+01
  2274    0.10981E+03    0.54842E+01    0.28082E-01   -0.65721E+01
  2275    0.10965E+03    0.54686E+01    0.28049E-01   -0.66177E+01
  2276    0.10951E+03    0.54526E+01    0.28016E-01   -0.66618E+01
  2277    0.10938E+03    0.54362E+01    0.27984E-01   -0.67058E+01
  2278    0.10923E+03    0.54196E+01    0.27951E-01   -0.67498E+01
  2279    0.10910E+03    0.54026E+01    0.27919E-01   -0.67921E+01
  2280    0.10896E+03    0.53854E+01    0.27886E-01   -0.68344E+01
  2281    0.10884E+03    0.53677E+01    0.27854E-01   -0.68751E+01
  2282    0.10871E+03    0.53499E+01    0.27822E-01   -0.69150E+01
  2283    0.10858E+03    0.53317E+01    0.27790E-01   -0.69541E+01
  2284    0.10846E+03    0.53133E+01    0.27758E-01   -0.69917E+01
  2285    0.10834E+03    0.52946E+01    0.27726E-01   -0.70293E+01
  2286    0.10821E+03    0.52755E+01    0.27694E-01   -0.70661E+01
  2287    0.10808E+03    0.52563E+01    0.27662E-01   -0.71013E+01
  2288    0.10799E+03    0.52367E+01    0.27631E-01   -0.71358E+01
  2289    0.10787E+03    0.52170E+01    0.27599E-01   -0.71696E+01
  2290    0.10777E+03    0.51969E+01    0.27568E-01   -0.72018E+01
  2291    0.10767E+03    0.51765E+01    0.27536E-01   -0.72341E+01
  2292    0.10759E+03    0.51560E+01    0.27505E-01   -0.72648E+01
  2293    0.10749E+03    0.51352E+01    0.27474E-01   -0.72948E+01
  2294    0.10740E+03    0.51142E+01    0.27443E-01   -0.73234E+01
  2295    0.10731E+03    0.50928E+01    0.27412E-01   -0.73512E+01
  2296    0.10721E+03    0.50715E+01    0.27381E-01   -0.73775E+01
  2297    0.10713E+03    0.50498E+01    0.27350E-01   -0.74038E+01
  2298    0.10705E+03    0.50280E+01    0.27319E-01   -0.74287E+01
  2299    0.10696E+03    0.50059E+01    0.27289E-01   -0.74521E+01
  2300    0.10689E+03    0.49836E+01    0.27258E-01   -0.74749E+01
  2301    0.10679E+03    0.49611E+01    0.27227E-01   -0.74968E+01
  2302    0.10671E+03    0.49386E+01    0.27197E-01   -0.75181E+01
  2303    0.10664E+03    0.49157E+01    0.27167E-01   -0.75372E+01
  2304    0.10656E+03    0.48927E+01    0.27136E-01   -0.75555E+01
  2305    0.10649E+03    0.48696E+01    0.27106E-01   -0.75732E+01
  2306    0.10641E+03    0.48462E+01    0.27076E-01   -0.75893E+01
  2307    0.10632E+03    0.48228E+01    0.27046E-01   -0.76055E+01
  2308    0.10625E+03    0.47992E+01    0.27016E-01   -0.76195E+01
  2309    0.10620E+03    0.47754E+01    0.26986E-01   -0.76328E+01
  2310    0.10614E+03    0.47516E+01    0.26956E-01   -0.76447E+01
  2311    0.10606E+03    0.47275E+01    0.26926E-01   -0.76558E+01
  2312    0.10600E+03    0.47035E+01    0.26897E-01   -0.76661E+01
  2313    0.10593E+03    0.46793E+01    0.26867E-01   -0.76750E+01
  2314    0.10587E+03    0.46550E+01    0.26837E-01   -0.76825E+01
  2315    0.10580E+03    0.46306E+01    0.26808E-01   -0.76892E+01
  2316    0.10573E+03    0.46062E+01    0.26778E-01   -0.76951E+01
  2317    0.10567E+03    0.45817E+01    0.26749E-01   -0.76996E+01
  2318    0.10561E+03    0.45570E+01    0.26719E-01   -0.77041E+01
  2319    0.10554E+03    0.45323E+01    0.26690E-01   -0.77071E+01
  2320    0.10548E+03    0.45076E+01    0.26661E-01   -0.77086E+01
  2321    0.10543E+03    0.44828E+01    0.26632E-01   -0.77086E+01
  2322    0.10536E+03    0.44580E+01    0.26603E-01   -0.77078E+01
  2323    0.10529E+03    0.44331E+01    0.26574E-01   -0.77063E+01
  2324    0.10524E+03    0.44083E+01    0.26545E-01   -0.77040E+01
  2325    0.10517E+03    0.43833E+01    0.26516E-01   -0.77001E+01
  2326    0.10511E+03    0.43584E+01    0.26487E-01   -0.76962E+01
  2327    0.10505E+03    0.43334E+01    0.26458E-01   -0.76901E+01
  2328    0.10501E+03    0.43085E+01    0.26429E-01   -0.76831E+01
  2329    0.10495E+03    0.42835E+01    0.26400E-01   -0.76754E+01
  2330    0.10488E+03    0.42586E+01    0.26372E-01   -0.76668E+01
  2331    0.10481E+03    0.42337E+01    0.26343E-01   -0.76567E+01
  2332    0.10475E+03    0.42088E+01    0.26314E-01   -0.76465E+01
  2333    0.10469E+03    0.41840E+01    0.26286E-01   -0.76347E+01
  2334    0.10461E+03    0.41590E+01    0.26257E-01   -0.76220E+01
  2335    0.10454E+03    0.41342E+01    0.26229E-01   -0.76085E+01
  2336    0.10448E+03    0.41094E+01    0.26200E-01   -0.75942E+01
  2337    0.10441E+03    0.40847E+01    0.26172E-01   -0.75775E+01
  2338    0.10434E+03    0.40601E+01    0.26143E-01   -0.75614E+01
  2339    0.10426E+03    0.40355E+01    0.26115E-01   -0.75436E+01
  2340    0.10419E+03    0.40109E+01    0.26087E-01   -0.75235E+01
  2341    0.10413E+03    0.39865E+01    0.26058E-01   -0.75062E+01
  2342    0.10405E+03    0.39621E+01    0.26030E-01   -0.74857E+01
  2343    0.10398E+03    0.39378E+01    0.26002E-01   -0.74643E+01
  2344    0.10390E+03    0.39136E+01    0.25974E-01   -0.74420E+01
  2345    0.10383E+03    0.38896E+01    0.25946E-01   -0.74194E+01
  2346    0.10376E+03    0.38657E+01    0.25918E-01   -0.73959E+01
  2347    0.10369E+03    0.38418E+01    0.25889E-01   -0.73707E+01
  2348    0.10361E+03    0.38181E+01    0.25861E-01   -0.73460E+01
  2349    0.10354E+03    0.37944E+01    0.25833E-01   -0.73195E+01
  2350    0.10345E+03    0.37709E+01    0.25805E-01   -0.72928E+01
  2351    0.10336E+03    0.37475E+01    0.25777E-01   -0.72643E+01
  2352    0.10327E+03    0.37243E+01    0.25749E-01   -0.72348E+01
  2353    0.10319E+03    0.37012E+01    0.25721E-01   -0.72057E+01
  2354    0.10311E+03    0.36783E+01    0.25693E-01   -0.71756E+01
  2355    0.10301E+03    0.36555E+01    0.25665E-01   -0.71452E+01
  2356    0.10292E+03    0.36329E+01    0.25637E-01   -0.71129E+01
  2357    0.10283E+03    0.36104E+01    0.25610E-01   -0.70804E+01
  2358    0.10273E+03    0.35880E+01    0.25582E-01   -0.70482E+01
  2359    0.10264E+03    0.35658E+01    0.25554E-01   -0.70141E+01
  2360    0.10254E+03    0.35439E+01    0.25526E-01   -0.69797E+01
  2361    0.10244E+03    0.35221E+01    0.25498E-01   -0.69449E+01
  2362    0.10234E+03    0.35005E+01    0.25470E-01   -0.69090E+01
  2363    0.10224E+03    0.34791E+01    0.25442E-01   -0.68726E+01
  2364    0.10213E+03    0.34579E+01    0.25415E-01   -0.68359E+01
  2365    0.10203E+03    0.34369E+01    0.25387E-01   -0.67987E+01
  2366    0.10191E+03    0.34161E+01    0.25359E-01   -0.67603E+01
  2367    0.10181E+03    0.33954E+01    0.25331E-01   -0.67214E+01
  2368    0.10170E+03    0.33750E+01    0.25303E-01   -0.66821E+01
  2369    0.10158E+03    0.33549E+01    0.25275E-01   -0.66431E+01
  2370    0.10146E+03    0.33348E+01    0.25248E-01   -0.66035E+01
  2371    0.10135E+03    0.33151E+01    0.25220E-01   -0.65620E+01
  2372    0.10123E+03    0.32955E+01    0.25192E-01   -0.65207E+01
  2373    0.10110E+03    0.32763E+01    0.25164E-01   -0.64796E+01
  2374    0.10097E+03    0.32572E+01    0.25136E-01   -0.64367E+01
  2375    0.10084E+03    0.32385E+01    0.25109E-01   -0.63945E+01
  2376    0.10072E+03    0.32198E+01    0.25081E-01   -0.63523E+01
  2377    0.10058E+03    0.32015E+01    0.25053E-01   -0.63089E+01
  2378    0.10045E+03    0.31834E+01    0.25025E-01   -0.62655E+01
  2379    0.10031E+03    0.31656E+01    0.24997E-01   -0.62218E+01
  2380    0.10018E+03    0.31479E+01    0.24969E-01   -0.61778E+01
  2381    0.10004E+03    0.31305E+01    0.24942E-01   -0.61333E+01
  2382    0.99897E+02    0.31134E+01    0.24914E-01   -0.60887E+01
  2383    0.99749E+02    0.30966E+01    0.24886E-01   -0.60435E+01
  2384    0.99603E+02    0.30800E+01    0.24858E-01   -0.59982E+01
  2385    0.99452E+02    0.30636E+01    0.24830E-01   -0.59527E+01
  2386    0.99302E+02    0.30475E+01    0.24802E-01   -0.59070E+01
  2387    0.99147E+02    0.30316E+01    0.24774E-01   -0.58610E+01
  2388    0.98987E+02    0.30162E+01    0.24746E-01   -0.58148E+01
  2389    0.98829E+02    0.30008E+01    0.24719E-01   -0.57684E+01
  2390    0.98672E+02    0.29858E+01    0.24691E-01   -0.57220E+01
  2391    0.98503E+02    0.29711E+01    0.24663E-01   -0.56753E+01
  2392    0.98335E+02    0.29566E+01    0.24635E-01   -0.56286E+01
  2393    0.98177E+02    0.29423E+01    0.24607E-01   -0.55818E+01
  2394    0.97999E+02    0.29283E+01    0.24579E-01   -0.55348E+01
  2395    0.97829E+02    0.29147E+01    0.24551E-01   -0.54879E+01
  2396    0.97655E+02    0.29013E+01    0.24523E-01   -0.54408E+01
  2397    0.97482E+02    0.28881E+01    0.24495E-01   -0.53937E+01
  2398    0.97296E+02    0.28753E+01    0.24467E-01   -0.53466E+01
  2399    0.97126E+02    0.28627E+01    0.24439E-01   -0.52995E+01
  2400    0.96944E+02    0.28504E+01    0.24411E-01   -0.52523E+01
  2401    0.96756E+02    0.28384E+01    0.24383E-01   -0.52051E+01
  2402    0.96577E+02    0.28266E+01    0.24355E-01   -0.51580E+01
  2403    0.96385E+02    0.28150E+01    0.24327E-01   -0.51109E+01
  2404    0.96194E+02    0.28039E+01    0.24299E-01   -0.50639E+01
  2405    0.95998E+02    0.27929E+01    0.24271E-01   -0.50170E+01
  2406    0.95811E+02    0.27823E+01    0.24243E-01   -0.49702E+01
  2407    0.95611E+02    0.27720E+01    0.24214E-01   -0.49235E+01
  2408    0.95413E+02    0.27619E+01    0.24186E-01   -0.48769E+01
  2409    0.95208E+02    0.27520E+01    0.24158E-01   -0.48306E+01
  2410    0.95013E+02    0.27425E+01    0.24130E-01   -0.47843E+01
  2411    0.94812E+02    0.27332E+01    0.24102E-01   -0.47383E+01
  2412    0.94597E+02    0.27242E+01    0.24074E-01   -0.46924E+01
  2413    0.94392E+02    0.27154E+01    0.24045E-01   -0.46468E+01
  2414    0.94180E+02    0.27069E+01    0.24017E-01   -0.46014E+01
  2415    0.93970E+02    0.26987E+01    0.23989E-01   -0.45562E+01
  2416    0.93761E+02    0.26908E+01    0.23961E-01   -0.45114E+01
  2417    0.93547E+02    0.26831E+01    0.23932E-01   -0.44666E+01
  2418    0.93333E+02    0.26757E+01    0.23904E-01   -0.44224E+01
  2419    0.93114E+02    0.26684E+01    0.23876E-01   -0.43783E+01
  2420    0.92896E+02    0.26616E+01    0.23847E-01   -0.43347E+01
  2421    0.92671E+02    0.26549E+01    0.23819E-01   -0.42913E+01
  2422    0.92456E+02    0.26485E+01    0.23791E-01   -0.42482E+01
  2423    0.92226E+02    0.26424E+01    0.23762E-01   -0.42055E+01
  2424    0.91998E+02    0.26365E+01    0.23734E-01   -0.41632E+01
  2425    0.91779E+02    0.26310E+01    0.23706E-01   -0.41212E+01
  2426    0.91546E+02    0.26257E+01    0.23677E-01   -0.40797E+01
  2427    0.91313E+02    0.26205E+01    0.23649E-01   -0.40385E+01
  2428    0.91090E+02    0.26157E+01    0.23620E-01   -0.39978E+01
  2429    0.90852E+02    0.26110E+01    0.23592E-01   -0.39576E+01
  2430    0.90623E+02    0.26066E+01    0.23563E-01   -0.39177E+01
  2431    0.90380E+02    0.26026E+01    0.23535E-01   -0.38783E+01
  2432    0.90153E+02    0.25986E+01    0.23506E-01   -0.38393E+01
  2433    0.89904E+02    0.25949E+01    0.23478E-01   -0.38009E+01
  2434    0.89671E+02    0.25914E+01    0.23449E-01   -0.37629E+01
  2435    0.89431E+02    0.25882E+01    0.23421E-01   -0.37254E+01
  2436    0.89192E+02    0.25852E+01    0.23392E-01   -0.36884E+01
  2437    0.88954E+02    0.25825E+01    0.23364E-01   -0.36519E+01
  2438    0.88709E+02    0.25799E+01    0.23335E-01   -0.36159E+01
  2439    0.88464E+02    0.25776E+01    0.23306E-01   -0.35805E+01
  2440    0.88228E+02    0.25755E+01    0.23278E-01   -0.35455E+01
  2441    0.87978E+02    0.25735E+01    0.23249E-01   -0.35112E+01
  2442    0.87735E+02    0.25719E+01    0.23220E-01   -0.34775E+01
  2443    0.87485E+02    0.25704E+01    0.23192E-01   -0.34441E+01
  2444    0.87236E+02    0.25691E+01    0.23163E-01   -0.34114E+01
  2445    0.86988E+02    0.25681E+01    0.23134E-01   -0.33794E+01
  2446    0.86739E+02    0.25671E+01    0.23106E-01   -0.33478E+01
  2447    0.86491E+02    0.25664E+01    0.23077E-01   -0.33168E+01
  2448    0.86236E+02    0.25658E+01    0.23048E-01   -0.32865E+01
  2449    0.85989E+02    0.25656E+01    0.23020E-01   -0.32568E+01
  2450    0.85734E+02    0.25655E+01    0.22991E-01   -0.32275E+01
  2451    0.85480E+02    0.25655E+01    0.22962E-01   -0.31990E+01
  2452    0.85218E+02    0.25657E+01    0.22933E-01   -0.31711E+01
  2453    0.84971E+02    0.25660E+01    0.22905E-01   -0.31437E+01
  2454    0.84717E+02    0.25666E+01    0.22876E-01   -0.31170E+01
  2455    0.84463E+02    0.25673E+01    0.22847E-01   -0.30909E+01
  2456    0.84209E+02    0.25682E+01    0.22819E-01   -0.30654E+01
  2457    0.83955E+02    0.25693E+01    0.22790E-01   -0.30406E+01
  2458    0.83694E+02    0.25704E+01    0.22761E-01   -0.30165E+01
  2459    0.83448E+02    0.25717E+01    0.22732E-01   -0.29931E+01
  2460    0.83193E+02    0.25731E+01    0.22704E-01   -0.29701E+01
  2461    0.82932E+02    0.25747E+01    0.22675E-01   -0.29479E+01
  2462    0.82685E+02    0.25765E+01    0.22646E-01   -0.29263E+01
  2463    0.82430E+02    0.25783E+01    0.22617E-01   -0.29053E+01
  2464    0.82176E+02    0.25802E+01    0.22589E-01   -0.28851E+01
  2465    0.81928E+02    0.25823E+01    0.22560E-01   -0.28654E+01
  2466    0.81673E+02    0.25846E+01    0.22531E-01   -0.28464E+01
  2467    0.81417E+02    0.25870E+01    0.22503E-01   -0.28280E+01
  2468    0.81162E+02    0.25893E+01    0.22474E-01   -0.28104E+01
  2469    0.80905E+02    0.25919E+01    0.22445E-01   -0.27934E+01
  2470    0.80649E+02    0.25945E+01    0.22417E-01   -0.27771E+01
  2471    0.80399E+02    0.25972E+01    0.22388E-01   -0.27614E+01
  2472    0.80149E+02    0.26000E+01    0.22359E-01   -0.27463E+01
  2473    0.79898E+02    0.26029E+01    0.22331E-01   -0.27319E+01
  2474    0.79647E+02    0.26060E+01    0.22302E-01   -0.27181E+01
  2475    0.79396E+02    0.26091E+01    0.22273E-01   -0.27050E+01
  2476    0.79151E+02    0.26122E+01    0.22245E-01   -0.26927E+01
  2477    0.78898E+02    0.26155E+01    0.22216E-01   -0.26809E+01
  2478    0.78652E+02    0.26187E+01    0.22187E-01   -0.26698E+01
  2479    0.78398E+02    0.26221E+01    0.22159E-01   -0.26594E+01
  2480    0.78158E+02    0.26255E+01    0.22130E-01   -0.26494E+01
  2481    0.77903E+02    0.26289E+01    0.22102E-01   -0.26403E+01
  2482    0.77661E+02    0.26324E+01    0.22073E-01   -0.26317E+01
  2483    0.77412E+02    0.26361E+01    0.22045E-01   -0.26238E+01
  2484    0.77167E+02    0.26396E+01    0.22016E-01   -0.26166E+01
  2485    0.76926E+02    0.26433E+01    0.21988E-01   -0.26099E+01
  2486    0.76686E+02    0.26470E+01    0.21959E-01   -0.26039E+01
  2487    0.76444E+02    0.26507E+01    0.21931E-01   -0.25986E+01
  2488    0.76207E+02    0.26544E+01    0.21902E-01   -0.25938E+01
  2489    0.75967E+02    0.26582E+01    0.21874E-01   -0.25896E+01
  2490    0.75729E+02    0.26619E+01    0.21845E-01   -0.25861E+01
  2491    0.75493E+02    0.26657E+01    0.21817E-01   -0.25832E+01
  2492    0.75256E+02    0.26695E+01    0.21789E-01   -0.25809E+01
  2493    0.75022E+02    0.26734E+01    0.21760E-01   -0.25791E+01
  2494    0.74790E+02    0.26772E+01    0.21732E-01   -0.25780E+01
  2495    0.74558E+02    0.26810E+01    0.21704E-01   -0.25774E+01
  2496    0.74327E+02    0.26848E+01    0.21675E-01   -0.25774E+01
  2497    0.74097E+02    0.26886E+01    0.21647E-01   -0.25780E+01
  2498    0.73868E+02    0.26923E+01    0.21619E-01   -0.25792E+01
  2499    0.73643E+02    0.26962E+01    0.21591E-01   -0.25810E+01
  2500    0.73417E+02    0.26999E+01    0.21563E-01   -0.25833E+01
  2501    0.73193E+02    0.27036E+01    0.21534E-01   -0.25861E+01
  2502    0.72969E+02    0.27073E+01    0.21506E-01   -0.25895E+01
  2503    0.72748E+02    0.27110E+01    0.21478E-01   -0.25933E+01
  2504    0.72528E+02    0.27147E+01    0.21450E-01   -0.25978E+01
  2505    0.72310E+02    0.27182E+01    0.21422E-01   -0.26027E+01
  2506    0.72093E+02    0.27219E+01    0.21394E-01   -0.26082E+01
  2507    0.71876E+02    0.27254E+01    0.21366E-01   -0.26142E+01
  2508    0.71662E+02    0.27289E+01    0.21338E-01   -0.26206E+01
  2509    0.71450E+02    0.27323E+01    0.21310E-01   -0.26276E+01
  2510    0.71239E+02    0.27357E+01    0.21282E-01   -0.26351E+01
  2511    0.71030E+02    0.27391E+01    0.21255E-01   -0.26427E+01
  2512    0.70822E+02    0.27423E+01    0.21227E-01   -0.26511E+01
  2513    0.70616E+02    0.27457E+01    0.21199E-01   -0.26599E+01
  2514    0.70412E+02    0.27487E+01    0.21171E-01   -0.26692E+01
  2515    0.70209E+02    0.27518E+01    0.21144E-01   -0.26788E+01
  2516    0.70008E+02    0.27547E+01    0.21116E-01   -0.26890E+01
  2517    0.69809E+02    0.27577E+01    0.21088E-01   -0.26994E+01
  2518    0.69611E+02    0.27606E+01    0.21061E-01   -0.27103E+01
  2519    0.69415E+02    0.27632E+01    0.21033E-01   -0.27216E+01
  2520    0.69221E+02    0.27659E+01    0.21006E-01   -0.27332E+01
  2521    0.69028E+02    0.27685E+01    0.20978E-01   -0.27452E+01
  2522    0.68838E+02    0.27710E+01    0.20951E-01   -0.27575E+01
  2523    0.68650E+02    0.27735E+01    0.20923E-01   -0.27703E+01
  2524    0.68462E+02    0.27757E+01    0.20896E-01   -0.27833E+01
  2525    0.68277E+02    0.27779E+01    0.20869E-01   -0.27967E+01
  2526    0.68095E+02    0.27799E+01    0.20841E-01   -0.28103E+01
  2527    0.67912E+02    0.27819E+01    0.20814E-01   -0.28244E+01
  2528    0.67732E+02    0.27838E+01    0.20787E-01   -0.28387E+01
  2529    0.67555E+02    0.27856E+01    0.20760E-01   -0.28533E+01
  2530    0.67380E+02    0.27873E+01    0.20733E-01   -0.28681E+01
  2531    0.67206E+02    0.27889E+01    0.20706E-01   -0.28831E+01
  2532    0.67035E+02    0.27904E+01    0.20679E-01   -0.28985E+01
  2533    0.66866E+02    0.27917E+01    0.20652E-01   -0.29142E+01
  2534    0.66698E+02    0.27929E+01    0.20625E-01   -0.29300E+01
  2535    0.66531E+02    0.27939E+01    0.20598E-01   -0.29462E+01
  2536    0.66366E+02    0.27949E+01    0.20572E-01   -0.29624E+01
  2537    0.66204E+02    0.27958E+01    0.20545E-01   -0.29789E+01
  2538    0.66043E+02    0.27965E+01    0.20518E-01   -0.29955E+01
  2539    0.65885E+02    0.27971E+01    0.20492E-01   -0.30123E+01
  2540    0.65728E+02    0.27975E+01    0.20465E-01   -0.30295E+01
  2541    0.65573E+02    0.27979E+01    0.20439E-01   -0.30466E+01
  2542    0.65419E+02    0.27981E+01    0.20412E-01   -0.30639E+01
  2543    0.65268E+02    0.27982E+01    0.20386E-01   -0.30814E+01
  2544    0.65119E+02    0.27981E+01    0.20359E-01   -0.30991E+01
  2545    0.64972E+02    0.27979E+01    0.20333E-01   -0.31169E+01
  2546    0.64826E+02    0.27975E+01    0.20307E-01   -0.31347E+01
  2547    0.64683E+02    0.27971E+01    0.20281E-01   -0.31526E+01
  2548    0.64541E+02    0.27965E+01    0.20254E-01   -0.31707E+01
  2549    0.64401E+02    0.27957E+01    0.20228E-01   -0.31888E+01
  2550    0.64263E+02    0.27948E+01    0.20202E-01   -0.32071E+01
  2551    0.64127E+02    0.27938E+01    0.20176E-01   -0.32253E+01
  2552    0.63993E+02    0.27926E+01    0.20150E-01   -0.32437E+01
  2553    0.63861E+02    0.27913E+01    0.20124E-01   -0.32621E+01
  2554    0.63729E+02    0.27899E+01    0.20098E-01   -0.32804E+01
  2555    0.63600E+02    0.27882E+01    0.20073E-01   -0.32989E+01
  2556    0.63473E+02    0.27865E+01    0.20047E-01   -0.33173E+01
  2557    0.63348E+02    0.27846E+01    0.20021E-01   -0.33357E+01
  2558    0.63224E+02    0.27826E+01    0.19996E-01   -0.33540E+01
  2559    0.63102E+02    0.27804E+01    0.19970E-01   -0.33723E+01
  2560    0.62982E+02    0.27782E+01    0.19945E-01   -0.33906E+01
  2561    0.62863E+02    0.27756E+01    0.19919E-01   -0.34090E+01
  2562    0.62747E+02    0.27731E+01    0.19894E-01   -0.34272E+01
  2563    0.62631E+02    0.27703E+01    0.19868E-01   -0.34453E+01
  2564    0.62517E+02    0.27674E+01    0.19843E-01   -0.34634E+01
  2565    0.62406E+02    0.27644E+01    0.19818E-01   -0.34814E+01
  2566    0.62295E+02    0.27613E+01    0.19792E-01   -0.34993E+01
  2567    0.62187E+02    0.27581E+01    0.19767E-01   -0.35171E+01
  2568    0.62080E+02    0.27546E+01    0.19742E-01   -0.35348E+01
  2569    0.61974E+02    0.27510E+01    0.19717E-01   -0.35524E+01
  2570    0.61870E+02    0.27472E+01    0.19692E-01   -0.35698E+01
  2571    0.61768E+02    0.27432E+01    0.19667E-01   -0.35871E+01
  2572    0.61667E+02    0.27391E+01    0.19642E-01   -0.36042E+01
  2573    0.61567E+02    0.27350E+01    0.19617E-01   -0.36211E+01
