#    L    TT             EE             BB             TE          
  1077    0.10891E+04    0.24794E+02    0.75879E-01   -0.74559E+02
  1078    0.10917E+04    0.24529E+02    0.75907E-01   -0.74453E+02
  1079    0.10943E+04    0.24263E+02    0.75934E-01   -0.74342E+02
  1080    0.10970E+04    0.23998E+02    0.75962E-01   -0.74212E+02
  1081    0.10995E+04    0.23736E+02    0.75990E-01   -0.74056E+02
  1082    0.11021E+04    0.23474E+02    0.76018E-01   -0.73880E+02
  1083    0.11046E+04    0.23213E+02    0.76046E-01   -0.73685E+02
  1084    0.11072E+04    0.22953E+02    0.76075E-01   -0.73471E+02
  1085    0.11097E+04    0.22695E+02    0.76103E-01   -0.73229E+02
  1086    0.11122E+04    0.22439E+02    0.76131E-01   -0.72983E+02
  1087    0.11147E+04    0.22184E+02    0.76159E-01   -0.72695E+02
  1088    0.11170E+04    0.21929E+02    0.76187E-01   -0.72403E+02
  1089    0.11194E+04    0.21678E+02    0.76215E-01   -0.72083E+02
  1090    0.11217E+04    0.21428E+02    0.76243E-01   -0.71759E+02
  1091    0.11241E+04    0.21180E+02    0.76271E-01   -0.71400E+02
  1092    0.11264E+04    0.20933E+02    0.76299E-01   -0.71029E+02
  1093    0.11286E+04    0.20690E+02    0.76327E-01   -0.70638E+02
  1094    0.11307E+04    0.20447E+02    0.76354E-01   -0.70234E+02
  1095    0.11329E+04    0.20209E+02    0.76381E-01   -0.69819E+02
  1096    0.11350E+04    0.19971E+02    0.76409E-01   -0.69375E+02
  1097    0.11370E+04    0.19736E+02    0.76436E-01   -0.68912E+02
  1098    0.11390E+04    0.19504E+02    0.76462E-01   -0.68437E+02
  1099    0.11410E+04    0.19275E+02    0.76489E-01   -0.67948E+02
  1100    0.11429E+04    0.19048E+02    0.76515E-01   -0.67440E+02
  1101    0.11448E+04    0.18824E+02    0.76541E-01   -0.66916E+02
  1102    0.11467E+04    0.18603E+02    0.76567E-01   -0.66376E+02
  1103    0.11484E+04    0.18384E+02    0.76592E-01   -0.65820E+02
  1104    0.11501E+04    0.18170E+02    0.76617E-01   -0.65250E+02
  1105    0.11517E+04    0.17958E+02    0.76642E-01   -0.64665E+02
  1106    0.11533E+04    0.17749E+02    0.76666E-01   -0.64065E+02
  1107    0.11549E+04    0.17543E+02    0.76690E-01   -0.63451E+02
  1108    0.11563E+04    0.17339E+02    0.76714E-01   -0.62824E+02
  1109    0.11577E+04    0.17138E+02    0.76737E-01   -0.62184E+02
  1110    0.11591E+04    0.16942E+02    0.76760E-01   -0.61531E+02
  1111    0.11603E+04    0.16749E+02    0.76782E-01   -0.60864E+02
  1112    0.11616E+04    0.16559E+02    0.76804E-01   -0.60186E+02
  1113    0.11627E+04    0.16374E+02    0.76825E-01   -0.59495E+02
  1114    0.11637E+04    0.16191E+02    0.76846E-01   -0.58794E+02
  1115    0.11648E+04    0.16013E+02    0.76866E-01   -0.58082E+02
  1116    0.11658E+04    0.15839E+02    0.76886E-01   -0.57358E+02
  1117    0.11666E+04    0.15668E+02    0.76906E-01   -0.56625E+02
  1118    0.11674E+04    0.15502E+02    0.76925E-01   -0.55880E+02
  1119    0.11682E+04    0.15338E+02    0.76943E-01   -0.55127E+02
  1120    0.11689E+04    0.15179E+02    0.76961E-01   -0.54364E+02
  1121    0.11695E+04    0.15024E+02    0.76978E-01   -0.53591E+02
  1122    0.11700E+04    0.14873E+02    0.76994E-01   -0.52811E+02
  1123    0.11704E+04    0.14727E+02    0.77010E-01   -0.52022E+02
  1124    0.11709E+04    0.14584E+02    0.77025E-01   -0.51226E+02
  1125    0.11712E+04    0.14445E+02    0.77040E-01   -0.50421E+02
  1126    0.11714E+04    0.14311E+02    0.77054E-01   -0.49610E+02
  1127    0.11716E+04    0.14180E+02    0.77067E-01   -0.48792E+02
  1128    0.11717E+04    0.14055E+02    0.77080E-01   -0.47969E+02
  1129    0.11717E+04    0.13934E+02    0.77092E-01   -0.47139E+02
  1130    0.11715E+04    0.13817E+02    0.77103E-01   -0.46304E+02
  1131    0.11715E+04    0.13704E+02    0.77113E-01   -0.45465E+02
  1132    0.11713E+04    0.13595E+02    0.77123E-01   -0.44620E+02
  1133    0.11709E+04    0.13492E+02    0.77132E-01   -0.43771E+02
  1134    0.11706E+04    0.13392E+02    0.77140E-01   -0.42918E+02
  1135    0.11701E+04    0.13297E+02    0.77148E-01   -0.42062E+02
  1136    0.11696E+04    0.13207E+02    0.77155E-01   -0.41203E+02
  1137    0.11690E+04    0.13121E+02    0.77161E-01   -0.40340E+02
  1138    0.11683E+04    0.13040E+02    0.77166E-01   -0.39477E+02
  1139    0.11676E+04    0.12962E+02    0.77170E-01   -0.38609E+02
  1140    0.11668E+04    0.12891E+02    0.77174E-01   -0.37742E+02
  1141    0.11659E+04    0.12822E+02    0.77176E-01   -0.36873E+02
  1142    0.11649E+04    0.12759E+02    0.77178E-01   -0.36003E+02
  1143    0.11639E+04    0.12699E+02    0.77179E-01   -0.35133E+02
  1144    0.11626E+04    0.12644E+02    0.77179E-01   -0.34263E+02
  1145    0.11615E+04    0.12595E+02    0.77178E-01   -0.33393E+02
  1146    0.11602E+04    0.12550E+02    0.77177E-01   -0.32524E+02
  1147    0.11588E+04    0.12509E+02    0.77174E-01   -0.31656E+02
  1148    0.11573E+04    0.12473E+02    0.77171E-01   -0.30790E+02
  1149    0.11559E+04    0.12441E+02    0.77167E-01   -0.29926E+02
  1150    0.11543E+04    0.12414E+02    0.77162E-01   -0.29064E+02
  1151    0.11527E+04    0.12391E+02    0.77156E-01   -0.28205E+02
  1152    0.11508E+04    0.12372E+02    0.77149E-01   -0.27349E+02
  1153    0.11491E+04    0.12359E+02    0.77141E-01   -0.26496E+02
  1154    0.11473E+04    0.12350E+02    0.77132E-01   -0.25646E+02
  1155    0.11453E+04    0.12346E+02    0.77122E-01   -0.24801E+02
  1156    0.11433E+04    0.12345E+02    0.77111E-01   -0.23961E+02
  1157    0.11412E+04    0.12348E+02    0.77100E-01   -0.23124E+02
  1158    0.11390E+04    0.12357E+02    0.77087E-01   -0.22294E+02
  1159    0.11369E+04    0.12369E+02    0.77074E-01   -0.21468E+02
  1160    0.11345E+04    0.12387E+02    0.77060E-01   -0.20650E+02
  1161    0.11322E+04    0.12408E+02    0.77044E-01   -0.19837E+02
  1162    0.11297E+04    0.12433E+02    0.77028E-01   -0.19031E+02
  1163    0.11272E+04    0.12463E+02    0.77011E-01   -0.18232E+02
  1164    0.11247E+04    0.12498E+02    0.76993E-01   -0.17440E+02
  1165    0.11221E+04    0.12536E+02    0.76974E-01   -0.16656E+02
  1166    0.11193E+04    0.12579E+02    0.76954E-01   -0.15880E+02
  1167    0.11167E+04    0.12625E+02    0.76933E-01   -0.15112E+02
  1168    0.11138E+04    0.12676E+02    0.76911E-01   -0.14351E+02
  1169    0.11110E+04    0.12731E+02    0.76888E-01   -0.13602E+02
  1170    0.11081E+04    0.12789E+02    0.76864E-01   -0.12860E+02
  1171    0.11051E+04    0.12852E+02    0.76839E-01   -0.12128E+02
  1172    0.11021E+04    0.12919E+02    0.76814E-01   -0.11406E+02
  1173    0.10990E+04    0.12989E+02    0.76787E-01   -0.10694E+02
  1174    0.10959E+04    0.13063E+02    0.76760E-01   -0.99924E+01
  1175    0.10927E+04    0.13140E+02    0.76731E-01   -0.93015E+01
  1176    0.10893E+04    0.13221E+02    0.76702E-01   -0.86218E+01
  1177    0.10860E+04    0.13307E+02    0.76672E-01   -0.79530E+01
  1178    0.10826E+04    0.13395E+02    0.76640E-01   -0.72955E+01
  1179    0.10793E+04    0.13488E+02    0.76608E-01   -0.66497E+01
  1180    0.10758E+04    0.13585E+02    0.76576E-01   -0.60158E+01
  1181    0.10724E+04    0.13684E+02    0.76542E-01   -0.53940E+01
  1182    0.10687E+04    0.13786E+02    0.76507E-01   -0.47846E+01
  1183    0.10651E+04    0.13892E+02    0.76471E-01   -0.41877E+01
  1184    0.10615E+04    0.14001E+02    0.76435E-01   -0.36036E+01
  1185    0.10578E+04    0.14114E+02    0.76398E-01   -0.30325E+01
  1186    0.10541E+04    0.14229E+02    0.76359E-01   -0.24747E+01
  1187    0.10503E+04    0.14348E+02    0.76320E-01   -0.19302E+01
  1188    0.10465E+04    0.14469E+02    0.76281E-01   -0.13995E+01
  1189    0.10427E+04    0.14594E+02    0.76240E-01   -0.88243E+00
  1190    0.10388E+04    0.14721E+02    0.76198E-01   -0.37939E+00
  1191    0.10349E+04    0.14851E+02    0.76156E-01    0.10971E+00
  1192    0.10309E+04    0.14983E+02    0.76113E-01    0.58447E+00
  1193    0.10269E+04    0.15119E+02    0.76069E-01    0.10449E+01
  1194    0.10229E+04    0.15256E+02    0.76024E-01    0.14910E+01
  1195    0.10190E+04    0.15397E+02    0.75979E-01    0.19224E+01
  1196    0.10148E+04    0.15541E+02    0.75932E-01    0.23388E+01
  1197    0.10107E+04    0.15685E+02    0.75885E-01    0.27405E+01
  1198    0.10066E+04    0.15833E+02    0.75837E-01    0.31261E+01
  1199    0.10025E+04    0.15982E+02    0.75789E-01    0.34978E+01
  1200    0.99826E+03    0.16134E+02    0.75740E-01    0.38541E+01
  1201    0.99412E+03    0.16287E+02    0.75690E-01    0.41942E+01
  1202    0.98984E+03    0.16444E+02    0.75639E-01    0.45198E+01
  1203    0.98563E+03    0.16602E+02    0.75587E-01    0.48293E+01
  1204    0.98135E+03    0.16762E+02    0.75535E-01    0.51233E+01
  1205    0.97707E+03    0.16922E+02    0.75483E-01    0.54013E+01
  1206    0.97278E+03    0.17085E+02    0.75429E-01    0.56639E+01
  1207    0.96858E+03    0.17249E+02    0.75375E-01    0.59097E+01
  1208    0.96429E+03    0.17416E+02    0.75320E-01    0.61408E+01
  1209    0.95993E+03    0.17583E+02    0.75265E-01    0.63558E+01
  1210    0.95565E+03    0.17751E+02    0.75209E-01    0.65539E+01
  1211    0.95129E+03    0.17921E+02    0.75152E-01    0.67360E+01
  1212    0.94700E+03    0.18092E+02    0.75095E-01    0.69026E+01
  1213    0.94263E+03    0.18263E+02    0.75037E-01    0.70538E+01
  1214    0.93834E+03    0.18437E+02    0.74979E-01    0.71881E+01
  1215    0.93405E+03    0.18610E+02    0.74920E-01    0.73062E+01
  1216    0.92975E+03    0.18785E+02    0.74861E-01    0.74082E+01
  1217    0.92530E+03    0.18961E+02    0.74801E-01    0.74947E+01
  1218    0.92100E+03    0.19138E+02    0.74740E-01    0.75643E+01
  1219    0.91662E+03    0.19314E+02    0.74679E-01    0.76192E+01
  1220    0.91231E+03    0.19491E+02    0.74618E-01    0.76570E+01
  1221    0.90799E+03    0.19668E+02    0.74556E-01    0.76794E+01
  1222    0.90368E+03    0.19847E+02    0.74493E-01    0.76848E+01
  1223    0.89936E+03    0.20025E+02    0.74430E-01    0.76761E+01
  1224    0.89503E+03    0.20202E+02    0.74367E-01    0.76496E+01
  1225    0.89077E+03    0.20381E+02    0.74303E-01    0.76075E+01
  1226    0.88651E+03    0.20559E+02    0.74239E-01    0.75505E+01
  1227    0.88232E+03    0.20737E+02    0.74175E-01    0.74772E+01
  1228    0.87805E+03    0.20915E+02    0.74110E-01    0.73889E+01
  1229    0.87384E+03    0.21093E+02    0.74045E-01    0.72843E+01
  1230    0.86949E+03    0.21270E+02    0.73979E-01    0.71654E+01
  1231    0.86527E+03    0.21447E+02    0.73913E-01    0.70308E+01
  1232    0.86105E+03    0.21623E+02    0.73847E-01    0.68819E+01
  1233    0.85697E+03    0.21800E+02    0.73781E-01    0.67164E+01
  1234    0.85281E+03    0.21975E+02    0.73714E-01    0.65374E+01
  1235    0.84894E+03    0.22150E+02    0.73647E-01    0.63432E+01
  1236    0.84491E+03    0.22323E+02    0.73579E-01    0.61346E+01
  1237    0.84088E+03    0.22495E+02    0.73512E-01    0.59109E+01
  1238    0.83691E+03    0.22667E+02    0.73444E-01    0.56726E+01
  1239    0.83294E+03    0.22838E+02    0.73376E-01    0.54199E+01
  1240    0.82895E+03    0.23007E+02    0.73308E-01    0.51541E+01
  1241    0.82511E+03    0.23175E+02    0.73240E-01    0.48737E+01
  1242    0.82118E+03    0.23343E+02    0.73172E-01    0.45809E+01
  1243    0.81732E+03    0.23508E+02    0.73103E-01    0.42725E+01
  1244    0.81353E+03    0.23674E+02    0.73034E-01    0.39521E+01
  1245    0.80980E+03    0.23837E+02    0.72966E-01    0.36182E+01
  1246    0.80606E+03    0.23998E+02    0.72897E-01    0.32724E+01
  1247    0.80231E+03    0.24158E+02    0.72828E-01    0.29132E+01
  1248    0.79862E+03    0.24316E+02    0.72759E-01    0.25410E+01
  1249    0.79500E+03    0.24474E+02    0.72690E-01    0.21568E+01
  1250    0.79145E+03    0.24628E+02    0.72621E-01    0.17603E+01
  1251    0.78788E+03    0.24780E+02    0.72552E-01    0.13517E+01
  1252    0.78445E+03    0.24932E+02    0.72483E-01    0.93119E+00
  1253    0.78094E+03    0.25081E+02    0.72414E-01    0.49932E+00
  1254    0.77749E+03    0.25227E+02    0.72345E-01    0.56146E-01
  1255    0.77410E+03    0.25372E+02    0.72276E-01   -0.39823E+00
  1256    0.77086E+03    0.25514E+02    0.72207E-01   -0.86325E+00
  1257    0.76760E+03    0.25655E+02    0.72138E-01   -0.13389E+01
  1258    0.76433E+03    0.25792E+02    0.72070E-01   -0.18248E+01
  1259    0.76112E+03    0.25927E+02    0.72001E-01   -0.23208E+01
  1260    0.75797E+03    0.26060E+02    0.71933E-01   -0.28266E+01
  1261    0.75489E+03    0.26191E+02    0.71864E-01   -0.33419E+01
  1262    0.75187E+03    0.26319E+02    0.71796E-01   -0.38663E+01
  1263    0.74892E+03    0.26445E+02    0.71728E-01   -0.43999E+01
  1264    0.74595E+03    0.26568E+02    0.71661E-01   -0.49424E+01
  1265    0.74312E+03    0.26688E+02    0.71593E-01   -0.54933E+01
  1266    0.74028E+03    0.26805E+02    0.71526E-01   -0.60524E+01
  1267    0.73750E+03    0.26919E+02    0.71458E-01   -0.66195E+01
  1268    0.73479E+03    0.27032E+02    0.71392E-01   -0.71945E+01
  1269    0.73216E+03    0.27140E+02    0.71325E-01   -0.77765E+01
  1270    0.72955E+03    0.27245E+02    0.71259E-01   -0.83666E+01
  1271    0.72701E+03    0.27349E+02    0.71192E-01   -0.89631E+01
  1272    0.72452E+03    0.27449E+02    0.71127E-01   -0.95660E+01
  1273    0.72206E+03    0.27545E+02    0.71061E-01   -0.10176E+02
  1274    0.71968E+03    0.27638E+02    0.70996E-01   -0.10791E+02
  1275    0.71735E+03    0.27728E+02    0.70931E-01   -0.11412E+02
  1276    0.71506E+03    0.27815E+02    0.70866E-01   -0.12038E+02
  1277    0.71284E+03    0.27900E+02    0.70802E-01   -0.12669E+02
  1278    0.71068E+03    0.27980E+02    0.70738E-01   -0.13306E+02
  1279    0.70857E+03    0.28057E+02    0.70675E-01   -0.13946E+02
  1280    0.70653E+03    0.28132E+02    0.70611E-01   -0.14592E+02
  1281    0.70454E+03    0.28203E+02    0.70549E-01   -0.15241E+02
  1282    0.70262E+03    0.28270E+02    0.70486E-01   -0.15894E+02
  1283    0.70075E+03    0.28334E+02    0.70424E-01   -0.16550E+02
  1284    0.69894E+03    0.28395E+02    0.70363E-01   -0.17210E+02
  1285    0.69718E+03    0.28453E+02    0.70302E-01   -0.17872E+02
  1286    0.69549E+03    0.28506E+02    0.70241E-01   -0.18537E+02
  1287    0.69385E+03    0.28556E+02    0.70180E-01   -0.19203E+02
  1288    0.69228E+03    0.28603E+02    0.70121E-01   -0.19873E+02
  1289    0.69076E+03    0.28646E+02    0.70061E-01   -0.20543E+02
  1290    0.68930E+03    0.28686E+02    0.70002E-01   -0.21215E+02
  1291    0.68790E+03    0.28722E+02    0.69944E-01   -0.21888E+02
  1292    0.68655E+03    0.28753E+02    0.69886E-01   -0.22562E+02
  1293    0.68526E+03    0.28783E+02    0.69828E-01   -0.23238E+02
  1294    0.68405E+03    0.28808E+02    0.69771E-01   -0.23911E+02
  1295    0.68287E+03    0.28830E+02    0.69715E-01   -0.24586E+02
  1296    0.68176E+03    0.28849E+02    0.69659E-01   -0.25259E+02
  1297    0.68070E+03    0.28864E+02    0.69603E-01   -0.25933E+02
  1298    0.67971E+03    0.28876E+02    0.69548E-01   -0.26605E+02
  1299    0.67876E+03    0.28883E+02    0.69494E-01   -0.27276E+02
  1300    0.67788E+03    0.28887E+02    0.69440E-01   -0.27946E+02
  1301    0.67705E+03    0.28888E+02    0.69386E-01   -0.28613E+02
  1302    0.67628E+03    0.28885E+02    0.69333E-01   -0.29278E+02
  1303    0.67556E+03    0.28878E+02    0.69281E-01   -0.29942E+02
  1304    0.67489E+03    0.28869E+02    0.69229E-01   -0.30603E+02
  1305    0.67429E+03    0.28855E+02    0.69178E-01   -0.31261E+02
  1306    0.67372E+03    0.28838E+02    0.69127E-01   -0.31915E+02
  1307    0.67323E+03    0.28818E+02    0.69077E-01   -0.32566E+02
  1308    0.67278E+03    0.28793E+02    0.69028E-01   -0.33214E+02
  1309    0.67238E+03    0.28765E+02    0.68979E-01   -0.33857E+02
  1310    0.67204E+03    0.28734E+02    0.68930E-01   -0.34496E+02
  1311    0.67174E+03    0.28699E+02    0.68882E-01   -0.35131E+02
  1312    0.67152E+03    0.28661E+02    0.68835E-01   -0.35760E+02
  1313    0.67133E+03    0.28619E+02    0.68788E-01   -0.36385E+02
  1314    0.67120E+03    0.28574E+02    0.68742E-01   -0.37003E+02
  1315    0.67111E+03    0.28526E+02    0.68697E-01   -0.37616E+02
  1316    0.67108E+03    0.28474E+02    0.68652E-01   -0.38223E+02
  1317    0.67110E+03    0.28420E+02    0.68607E-01   -0.38824E+02
  1318    0.67115E+03    0.28361E+02    0.68563E-01   -0.39419E+02
  1319    0.67125E+03    0.28299E+02    0.68520E-01   -0.40007E+02
  1320    0.67140E+03    0.28234E+02    0.68478E-01   -0.40588E+02
  1321    0.67159E+03    0.28166E+02    0.68436E-01   -0.41163E+02
  1322    0.67184E+03    0.28094E+02    0.68394E-01   -0.41729E+02
  1323    0.67213E+03    0.28019E+02    0.68353E-01   -0.42288E+02
  1324    0.67246E+03    0.27941E+02    0.68313E-01   -0.42840E+02
  1325    0.67283E+03    0.27860E+02    0.68273E-01   -0.43383E+02
  1326    0.67325E+03    0.27776E+02    0.68234E-01   -0.43918E+02
  1327    0.67369E+03    0.27689E+02    0.68196E-01   -0.44446E+02
  1328    0.67419E+03    0.27600E+02    0.68158E-01   -0.44963E+02
  1329    0.67473E+03    0.27507E+02    0.68120E-01   -0.45472E+02
  1330    0.67530E+03    0.27410E+02    0.68083E-01   -0.45972E+02
  1331    0.67592E+03    0.27312E+02    0.68047E-01   -0.46463E+02
  1332    0.67656E+03    0.27210E+02    0.68011E-01   -0.46945E+02
  1333    0.67725E+03    0.27105E+02    0.67976E-01   -0.47416E+02
  1334    0.67797E+03    0.26998E+02    0.67942E-01   -0.47878E+02
  1335    0.67872E+03    0.26888E+02    0.67908E-01   -0.48331E+02
  1336    0.67951E+03    0.26776E+02    0.67874E-01   -0.48771E+02
  1337    0.68034E+03    0.26660E+02    0.67841E-01   -0.49203E+02
  1338    0.68118E+03    0.26542E+02    0.67809E-01   -0.49624E+02
  1339    0.68207E+03    0.26421E+02    0.67777E-01   -0.50034E+02
  1340    0.68299E+03    0.26298E+02    0.67746E-01   -0.50435E+02
  1341    0.68393E+03    0.26174E+02    0.67715E-01   -0.50824E+02
  1342    0.68489E+03    0.26046E+02    0.67685E-01   -0.51203E+02
  1343    0.68589E+03    0.25916E+02    0.67655E-01   -0.51570E+02
  1344    0.68692E+03    0.25783E+02    0.67626E-01   -0.51925E+02
  1345    0.68796E+03    0.25650E+02    0.67597E-01   -0.52269E+02
  1346    0.68903E+03    0.25513E+02    0.67569E-01   -0.52603E+02
  1347    0.69014E+03    0.25374E+02    0.67541E-01   -0.52925E+02
  1348    0.69125E+03    0.25233E+02    0.67514E-01   -0.53234E+02
  1349    0.69240E+03    0.25090E+02    0.67487E-01   -0.53532E+02
  1350    0.69355E+03    0.24945E+02    0.67461E-01   -0.53818E+02
  1351    0.69474E+03    0.24798E+02    0.67435E-01   -0.54092E+02
  1352    0.69593E+03    0.24650E+02    0.67409E-01   -0.54353E+02
  1353    0.69715E+03    0.24500E+02    0.67385E-01   -0.54603E+02
  1354    0.69837E+03    0.24349E+02    0.67360E-01   -0.54841E+02
  1355    0.69963E+03    0.24195E+02    0.67336E-01   -0.55066E+02
  1356    0.70090E+03    0.24041E+02    0.67312E-01   -0.55280E+02
  1357    0.70218E+03    0.23884E+02    0.67289E-01   -0.55481E+02
  1358    0.70345E+03    0.23726E+02    0.67266E-01   -0.55667E+02
  1359    0.70475E+03    0.23566E+02    0.67243E-01   -0.55843E+02
