#    L    TT             EE             BB             TE             PP             TP             EP          
  2187    0.13439E+03    0.55439E+01    0.00000E+00    0.28030E-01    0.10090E-08    0.31959E-06    0.35658E-07
  2188    0.13366E+03    0.55719E+01    0.00000E+00   -0.90118E-02    0.10080E-08    0.32102E-06    0.35770E-07
  2189    0.13295E+03    0.55995E+01    0.00000E+00   -0.48323E-01    0.10070E-08    0.32233E-06    0.35879E-07
  2190    0.13226E+03    0.56269E+01    0.00000E+00   -0.89864E-01    0.10061E-08    0.32348E-06    0.35988E-07
  2191    0.13155E+03    0.56540E+01    0.00000E+00   -0.13361E+00    0.10051E-08    0.32448E-06    0.36095E-07
  2192    0.13086E+03    0.56807E+01    0.00000E+00   -0.17954E+00    0.10041E-08    0.32531E-06    0.36201E-07
  2193    0.13017E+03    0.57072E+01    0.00000E+00   -0.22761E+00    0.10031E-08    0.32595E-06    0.36306E-07
  2194    0.12950E+03    0.57334E+01    0.00000E+00   -0.27779E+00    0.10021E-08    0.32639E-06    0.36412E-07
  2195    0.12882E+03    0.57592E+01    0.00000E+00   -0.33010E+00    0.10012E-08    0.32661E-06    0.36517E-07
  2196    0.12816E+03    0.57846E+01    0.00000E+00   -0.38440E+00    0.10002E-08    0.32661E-06    0.36623E-07
  2197    0.12750E+03    0.58097E+01    0.00000E+00   -0.44067E+00    0.99922E-09    0.32637E-06    0.36729E-07
  2198    0.12684E+03    0.58344E+01    0.00000E+00   -0.49891E+00    0.99825E-09    0.32587E-06    0.36837E-07
  2199    0.12619E+03    0.58587E+01    0.00000E+00   -0.55913E+00    0.99728E-09    0.32511E-06    0.36945E-07
  2200    0.12556E+03    0.58826E+01    0.00000E+00   -0.62126E+00    0.99631E-09    0.32406E-06    0.37055E-07
  2201    0.12493E+03    0.59062E+01    0.00000E+00   -0.68515E+00    0.99535E-09    0.32273E-06    0.37167E-07
  2202    0.12430E+03    0.59293E+01    0.00000E+00   -0.75110E+00    0.99438E-09    0.32110E-06    0.37281E-07
  2203    0.12369E+03    0.59520E+01    0.00000E+00   -0.81852E+00    0.99342E-09    0.31921E-06    0.37396E-07
  2204    0.12308E+03    0.59743E+01    0.00000E+00   -0.88778E+00    0.99245E-09    0.31706E-06    0.37513E-07
  2205    0.12248E+03    0.59960E+01    0.00000E+00   -0.95867E+00    0.99149E-09    0.31465E-06    0.37630E-07
  2206    0.12189E+03    0.60173E+01    0.00000E+00   -0.10312E+01    0.99053E-09    0.31201E-06    0.37749E-07
  2207    0.12130E+03    0.60381E+01    0.00000E+00   -0.11053E+01    0.98957E-09    0.30914E-06    0.37868E-07
  2208    0.12073E+03    0.60586E+01    0.00000E+00   -0.11808E+01    0.98861E-09    0.30606E-06    0.37987E-07
  2209    0.12016E+03    0.60784E+01    0.00000E+00   -0.12580E+01    0.98765E-09    0.30277E-06    0.38108E-07
  2210    0.11960E+03    0.60978E+01    0.00000E+00   -0.13367E+01    0.98670E-09    0.29929E-06    0.38228E-07
  2211    0.11905E+03    0.61167E+01    0.00000E+00   -0.14167E+01    0.98574E-09    0.29563E-06    0.38348E-07
  2212    0.11850E+03    0.61350E+01    0.00000E+00   -0.14982E+01    0.98479E-09    0.29180E-06    0.38468E-07
  2213    0.11796E+03    0.61528E+01    0.00000E+00   -0.15810E+01    0.98384E-09    0.28781E-06    0.38588E-07
  2214    0.11743E+03    0.61701E+01    0.00000E+00   -0.16649E+01    0.98289E-09    0.28368E-06    0.38707E-07
  2215    0.11691E+03    0.61869E+01    0.00000E+00   -0.17503E+01    0.98194E-09    0.27941E-06    0.38825E-07
  2216    0.11639E+03    0.62031E+01    0.00000E+00   -0.18368E+01    0.98099E-09    0.27501E-06    0.38943E-07
  2217    0.11589E+03    0.62187E+01    0.00000E+00   -0.19243E+01    0.98004E-09    0.27051E-06    0.39059E-07
  2218    0.11539E+03    0.62337E+01    0.00000E+00   -0.20131E+01    0.97910E-09    0.26590E-06    0.39174E-07
  2219    0.11491E+03    0.62481E+01    0.00000E+00   -0.21029E+01    0.97815E-09    0.26121E-06    0.39287E-07
  2220    0.11443E+03    0.62621E+01    0.00000E+00   -0.21938E+01    0.97721E-09    0.25644E-06    0.39399E-07
  2221    0.11395E+03    0.62754E+01    0.00000E+00   -0.22857E+01    0.97627E-09    0.25160E-06    0.39509E-07
  2222    0.11349E+03    0.62881E+01    0.00000E+00   -0.23783E+01    0.97533E-09    0.24670E-06    0.39616E-07
  2223    0.11304E+03    0.63001E+01    0.00000E+00   -0.24719E+01    0.97439E-09    0.24176E-06    0.39722E-07
  2224    0.11258E+03    0.63117E+01    0.00000E+00   -0.25663E+01    0.97345E-09    0.23680E-06    0.39825E-07
  2225    0.11214E+03    0.63226E+01    0.00000E+00   -0.26614E+01    0.97251E-09    0.23181E-06    0.39925E-07
  2226    0.11171E+03    0.63328E+01    0.00000E+00   -0.27573E+01    0.97158E-09    0.22681E-06    0.40022E-07
  2227    0.11129E+03    0.63425E+01    0.00000E+00   -0.28539E+01    0.97064E-09    0.22181E-06    0.40117E-07
  2228    0.11087E+03    0.63514E+01    0.00000E+00   -0.29513E+01    0.96971E-09    0.21683E-06    0.40208E-07
  2229    0.11047E+03    0.63598E+01    0.00000E+00   -0.30489E+01    0.96878E-09    0.21187E-06    0.40296E-07
  2230    0.11007E+03    0.63675E+01    0.00000E+00   -0.31474E+01    0.96785E-09    0.20695E-06    0.40380E-07
  2231    0.10968E+03    0.63746E+01    0.00000E+00   -0.32462E+01    0.96692E-09    0.20208E-06    0.40460E-07
  2232    0.10930E+03    0.63810E+01    0.00000E+00   -0.33456E+01    0.96599E-09    0.19726E-06    0.40537E-07
  2233    0.10892E+03    0.63868E+01    0.00000E+00   -0.34453E+01    0.96506E-09    0.19252E-06    0.40609E-07
  2234    0.10857E+03    0.63920E+01    0.00000E+00   -0.35454E+01    0.96414E-09    0.18786E-06    0.40677E-07
  2235    0.10822E+03    0.63966E+01    0.00000E+00   -0.36458E+01    0.96321E-09    0.18330E-06    0.40740E-07
  2236    0.10788E+03    0.64004E+01    0.00000E+00   -0.37465E+01    0.96229E-09    0.17884E-06    0.40799E-07
  2237    0.10753E+03    0.64036E+01    0.00000E+00   -0.38474E+01    0.96137E-09    0.17449E-06    0.40853E-07
  2238    0.10720E+03    0.64061E+01    0.00000E+00   -0.39488E+01    0.96045E-09    0.17028E-06    0.40901E-07
  2239    0.10688E+03    0.64080E+01    0.00000E+00   -0.40500E+01    0.95953E-09    0.16620E-06    0.40945E-07
  2240    0.10655E+03    0.64093E+01    0.00000E+00   -0.41512E+01    0.95861E-09    0.16228E-06    0.40982E-07
  2241    0.10624E+03    0.64098E+01    0.00000E+00   -0.42527E+01    0.95769E-09    0.15852E-06    0.41015E-07
  2242    0.10595E+03    0.64097E+01    0.00000E+00   -0.43541E+01    0.95678E-09    0.15493E-06    0.41041E-07
  2243    0.10568E+03    0.64089E+01    0.00000E+00   -0.44553E+01    0.95586E-09    0.15153E-06    0.41061E-07
  2244    0.10540E+03    0.64075E+01    0.00000E+00   -0.45566E+01    0.95495E-09    0.14833E-06    0.41075E-07
  2245    0.10512E+03    0.64053E+01    0.00000E+00   -0.46578E+01    0.95404E-09    0.14533E-06    0.41083E-07
  2246    0.10486E+03    0.64026E+01    0.00000E+00   -0.47588E+01    0.95312E-09    0.14256E-06    0.41084E-07
  2247    0.10460E+03    0.63992E+01    0.00000E+00   -0.48597E+01    0.95222E-09    0.14001E-06    0.41078E-07
  2248    0.10435E+03    0.63951E+01    0.00000E+00   -0.49603E+01    0.95131E-09    0.13771E-06    0.41065E-07
  2249    0.10411E+03    0.63903E+01    0.00000E+00   -0.50605E+01    0.95040E-09    0.13566E-06    0.41046E-07
  2250    0.10388E+03    0.63849E+01    0.00000E+00   -0.51605E+01    0.94949E-09    0.13388E-06    0.41018E-07
  2251    0.10365E+03    0.63789E+01    0.00000E+00   -0.52601E+01    0.94859E-09    0.13237E-06    0.40983E-07
  2252    0.10342E+03    0.63721E+01    0.00000E+00   -0.53593E+01    0.94768E-09    0.13113E-06    0.40941E-07
  2253    0.10322E+03    0.63647E+01    0.00000E+00   -0.54581E+01    0.94678E-09    0.13015E-06    0.40892E-07
  2254    0.10302E+03    0.63567E+01    0.00000E+00   -0.55564E+01    0.94588E-09    0.12942E-06    0.40835E-07
  2255    0.10282E+03    0.63481E+01    0.00000E+00   -0.56541E+01    0.94498E-09    0.12893E-06    0.40771E-07
  2256    0.10263E+03    0.63387E+01    0.00000E+00   -0.57513E+01    0.94408E-09    0.12867E-06    0.40700E-07
  2257    0.10245E+03    0.63288E+01    0.00000E+00   -0.58479E+01    0.94318E-09    0.12863E-06    0.40622E-07
  2258    0.10227E+03    0.63182E+01    0.00000E+00   -0.59438E+01    0.94229E-09    0.12881E-06    0.40538E-07
  2259    0.10211E+03    0.63069E+01    0.00000E+00   -0.60392E+01    0.94139E-09    0.12919E-06    0.40447E-07
  2260    0.10195E+03    0.62950E+01    0.00000E+00   -0.61337E+01    0.94050E-09    0.12976E-06    0.40349E-07
  2261    0.10179E+03    0.62825E+01    0.00000E+00   -0.62274E+01    0.93960E-09    0.13051E-06    0.40245E-07
  2262    0.10165E+03    0.62694E+01    0.00000E+00   -0.63203E+01    0.93871E-09    0.13145E-06    0.40135E-07
  2263    0.10151E+03    0.62557E+01    0.00000E+00   -0.64124E+01    0.93782E-09    0.13255E-06    0.40018E-07
  2264    0.10137E+03    0.62413E+01    0.00000E+00   -0.65034E+01    0.93693E-09    0.13380E-06    0.39895E-07
  2265    0.10123E+03    0.62263E+01    0.00000E+00   -0.65935E+01    0.93604E-09    0.13521E-06    0.39767E-07
  2266    0.10111E+03    0.62108E+01    0.00000E+00   -0.66828E+01    0.93516E-09    0.13675E-06    0.39632E-07
  2267    0.10100E+03    0.61947E+01    0.00000E+00   -0.67707E+01    0.93427E-09    0.13842E-06    0.39492E-07
  2268    0.10090E+03    0.61778E+01    0.00000E+00   -0.68582E+01    0.93339E-09    0.14021E-06    0.39346E-07
  2269    0.10079E+03    0.61605E+01    0.00000E+00   -0.69449E+01    0.93250E-09    0.14212E-06    0.39195E-07
  2270    0.10069E+03    0.61426E+01    0.00000E+00   -0.70302E+01    0.93162E-09    0.14412E-06    0.39038E-07
  2271    0.10061E+03    0.61242E+01    0.00000E+00   -0.71143E+01    0.93074E-09    0.14622E-06    0.38876E-07
  2272    0.10052E+03    0.61052E+01    0.00000E+00   -0.71969E+01    0.92986E-09    0.14840E-06    0.38708E-07
  2273    0.10044E+03    0.60854E+01    0.00000E+00   -0.72783E+01    0.92898E-09    0.15066E-06    0.38536E-07
  2274    0.10037E+03    0.60652E+01    0.00000E+00   -0.73590E+01    0.92810E-09    0.15298E-06    0.38359E-07
  2275    0.10030E+03    0.60445E+01    0.00000E+00   -0.74383E+01    0.92722E-09    0.15535E-06    0.38177E-07
  2276    0.10024E+03    0.60232E+01    0.00000E+00   -0.75156E+01    0.92635E-09    0.15777E-06    0.37990E-07
  2277    0.10019E+03    0.60014E+01    0.00000E+00   -0.75922E+01    0.92547E-09    0.16023E-06    0.37798E-07
  2278    0.10013E+03    0.59791E+01    0.00000E+00   -0.76682E+01    0.92460E-09    0.16272E-06    0.37602E-07
  2279    0.10009E+03    0.59562E+01    0.00000E+00   -0.77421E+01    0.92373E-09    0.16523E-06    0.37402E-07
  2280    0.10005E+03    0.59330E+01    0.00000E+00   -0.78154E+01    0.92286E-09    0.16774E-06    0.37197E-07
  2281    0.10001E+03    0.59090E+01    0.00000E+00   -0.78866E+01    0.92199E-09    0.17026E-06    0.36988E-07
  2282    0.99975E+02    0.58847E+01    0.00000E+00   -0.79563E+01    0.92112E-09    0.17277E-06    0.36776E-07
  2283    0.99940E+02    0.58598E+01    0.00000E+00   -0.80248E+01    0.92025E-09    0.17525E-06    0.36559E-07
  2284    0.99920E+02    0.58346E+01    0.00000E+00   -0.80910E+01    0.91939E-09    0.17772E-06    0.36338E-07
  2285    0.99901E+02    0.58088E+01    0.00000E+00   -0.81567E+01    0.91852E-09    0.18014E-06    0.36114E-07
  2286    0.99867E+02    0.57825E+01    0.00000E+00   -0.82210E+01    0.91766E-09    0.18252E-06    0.35886E-07
  2287    0.99841E+02    0.57559E+01    0.00000E+00   -0.82831E+01    0.91679E-09    0.18484E-06    0.35654E-07
  2288    0.99846E+02    0.57287E+01    0.00000E+00   -0.83439E+01    0.91593E-09    0.18710E-06    0.35420E-07
  2289    0.99836E+02    0.57012E+01    0.00000E+00   -0.84032E+01    0.91507E-09    0.18929E-06    0.35182E-07
  2290    0.99834E+02    0.56732E+01    0.00000E+00   -0.84604E+01    0.91421E-09    0.19139E-06    0.34940E-07
  2291    0.99847E+02    0.56448E+01    0.00000E+00   -0.85170E+01    0.91335E-09    0.19340E-06    0.34696E-07
  2292    0.99876E+02    0.56160E+01    0.00000E+00   -0.85714E+01    0.91250E-09    0.19531E-06    0.34449E-07
  2293    0.99882E+02    0.55868E+01    0.00000E+00   -0.86245E+01    0.91164E-09    0.19711E-06    0.34199E-07
  2294    0.99897E+02    0.55572E+01    0.00000E+00   -0.86754E+01    0.91078E-09    0.19879E-06    0.33946E-07
  2295    0.99920E+02    0.55271E+01    0.00000E+00   -0.87248E+01    0.90993E-09    0.20034E-06    0.33691E-07
  2296    0.99928E+02    0.54969E+01    0.00000E+00   -0.87722E+01    0.90908E-09    0.20175E-06    0.33434E-07
  2297    0.99959E+02    0.54661E+01    0.00000E+00   -0.88188E+01    0.90823E-09    0.20301E-06    0.33173E-07
  2298    0.99991E+02    0.54352E+01    0.00000E+00   -0.88633E+01    0.90737E-09    0.20412E-06    0.32911E-07
  2299    0.10002E+03    0.54038E+01    0.00000E+00   -0.89057E+01    0.90653E-09    0.20506E-06    0.32647E-07
  2300    0.10006E+03    0.53721E+01    0.00000E+00   -0.89466E+01    0.90568E-09    0.20583E-06    0.32380E-07
  2301    0.10007E+03    0.53400E+01    0.00000E+00   -0.89861E+01    0.90483E-09    0.20642E-06    0.32112E-07
  2302    0.10011E+03    0.53078E+01    0.00000E+00   -0.90242E+01    0.90398E-09    0.20682E-06    0.31842E-07
  2303    0.10016E+03    0.52751E+01    0.00000E+00   -0.90594E+01    0.90314E-09    0.20706E-06    0.31570E-07
  2304    0.10019E+03    0.52422E+01    0.00000E+00   -0.90931E+01    0.90229E-09    0.20713E-06    0.31296E-07
  2305    0.10024E+03    0.52091E+01    0.00000E+00   -0.91255E+01    0.90145E-09    0.20704E-06    0.31020E-07
  2306    0.10028E+03    0.51756E+01    0.00000E+00   -0.91556E+01    0.90061E-09    0.20680E-06    0.30742E-07
  2307    0.10030E+03    0.51420E+01    0.00000E+00   -0.91850E+01    0.89977E-09    0.20641E-06    0.30463E-07
  2308    0.10035E+03    0.51080E+01    0.00000E+00   -0.92116E+01    0.89893E-09    0.20588E-06    0.30182E-07
  2309    0.10042E+03    0.50738E+01    0.00000E+00   -0.92366E+01    0.89809E-09    0.20522E-06    0.29899E-07
  2310    0.10047E+03    0.50396E+01    0.00000E+00   -0.92595E+01    0.89725E-09    0.20443E-06    0.29614E-07
  2311    0.10052E+03    0.50049E+01    0.00000E+00   -0.92809E+01    0.89642E-09    0.20352E-06    0.29328E-07
  2312    0.10057E+03    0.49701E+01    0.00000E+00   -0.93009E+01    0.89558E-09    0.20249E-06    0.29040E-07
  2313    0.10062E+03    0.49352E+01    0.00000E+00   -0.93187E+01    0.89475E-09    0.20136E-06    0.28750E-07
  2314    0.10068E+03    0.49001E+01    0.00000E+00   -0.93343E+01    0.89391E-09    0.20013E-06    0.28459E-07
  2315    0.10073E+03    0.48648E+01    0.00000E+00   -0.93484E+01    0.89308E-09    0.19879E-06    0.28166E-07
  2316    0.10078E+03    0.48294E+01    0.00000E+00   -0.93611E+01    0.89225E-09    0.19737E-06    0.27871E-07
  2317    0.10084E+03    0.47939E+01    0.00000E+00   -0.93715E+01    0.89142E-09    0.19587E-06    0.27575E-07
  2318    0.10090E+03    0.47581E+01    0.00000E+00   -0.93812E+01    0.89059E-09    0.19429E-06    0.27278E-07
  2319    0.10095E+03    0.47223E+01    0.00000E+00   -0.93887E+01    0.88977E-09    0.19264E-06    0.26978E-07
  2320    0.10100E+03    0.46865E+01    0.00000E+00   -0.93940E+01    0.88894E-09    0.19093E-06    0.26677E-07
  2321    0.10107E+03    0.46504E+01    0.00000E+00   -0.93970E+01    0.88811E-09    0.18916E-06    0.26375E-07
  2322    0.10112E+03    0.46144E+01    0.00000E+00   -0.93986E+01    0.88729E-09    0.18734E-06    0.26071E-07
  2323    0.10117E+03    0.45782E+01    0.00000E+00   -0.93987E+01    0.88647E-09    0.18547E-06    0.25766E-07
  2324    0.10123E+03    0.45421E+01    0.00000E+00   -0.93973E+01    0.88564E-09    0.18356E-06    0.25459E-07
  2325    0.10128E+03    0.45059E+01    0.00000E+00   -0.93936E+01    0.88482E-09    0.18162E-06    0.25151E-07
  2326    0.10133E+03    0.44696E+01    0.00000E+00   -0.93892E+01    0.88400E-09    0.17966E-06    0.24841E-07
  2327    0.10139E+03    0.44332E+01    0.00000E+00   -0.93819E+01    0.88318E-09    0.17768E-06    0.24530E-07
  2328    0.10146E+03    0.43970E+01    0.00000E+00   -0.93730E+01    0.88236E-09    0.17568E-06    0.24218E-07
  2329    0.10151E+03    0.43606E+01    0.00000E+00   -0.93626E+01    0.88155E-09    0.17368E-06    0.23904E-07
  2330    0.10156E+03    0.43243E+01    0.00000E+00   -0.93507E+01    0.88073E-09    0.17167E-06    0.23589E-07
  2331    0.10160E+03    0.42881E+01    0.00000E+00   -0.93365E+01    0.87992E-09    0.16968E-06    0.23273E-07
  2332    0.10165E+03    0.42519E+01    0.00000E+00   -0.93216E+01    0.87910E-09    0.16769E-06    0.22955E-07
  2333    0.10170E+03    0.42156E+01    0.00000E+00   -0.93044E+01    0.87829E-09    0.16572E-06    0.22636E-07
  2334    0.10172E+03    0.41793E+01    0.00000E+00   -0.92857E+01    0.87748E-09    0.16378E-06    0.22316E-07
  2335    0.10177E+03    0.41433E+01    0.00000E+00   -0.92655E+01    0.87667E-09    0.16187E-06    0.21995E-07
  2336    0.10181E+03    0.41071E+01    0.00000E+00   -0.92438E+01    0.87586E-09    0.15999E-06    0.21672E-07
  2337    0.10185E+03    0.40712E+01    0.00000E+00   -0.92190E+01    0.87505E-09    0.15817E-06    0.21348E-07
  2338    0.10188E+03    0.40354E+01    0.00000E+00   -0.91942E+01    0.87424E-09    0.15639E-06    0.21023E-07
  2339    0.10191E+03    0.39996E+01    0.00000E+00   -0.91671E+01    0.87344E-09    0.15466E-06    0.20697E-07
  2340    0.10194E+03    0.39639E+01    0.00000E+00   -0.91370E+01    0.87263E-09    0.15300E-06    0.20369E-07
  2341    0.10199E+03    0.39284E+01    0.00000E+00   -0.91090E+01    0.87183E-09    0.15141E-06    0.20041E-07
  2342    0.10201E+03    0.38929E+01    0.00000E+00   -0.90773E+01    0.87102E-09    0.14990E-06    0.19711E-07
  2343    0.10203E+03    0.38577E+01    0.00000E+00   -0.90441E+01    0.87022E-09    0.14846E-06    0.19381E-07
  2344    0.10206E+03    0.38225E+01    0.00000E+00   -0.90093E+01    0.86942E-09    0.14712E-06    0.19049E-07
  2345    0.10208E+03    0.37876E+01    0.00000E+00   -0.89736E+01    0.86862E-09    0.14587E-06    0.18716E-07
  2346    0.10211E+03    0.37529E+01    0.00000E+00   -0.89364E+01    0.86782E-09    0.14472E-06    0.18382E-07
  2347    0.10213E+03    0.37183E+01    0.00000E+00   -0.88970E+01    0.86702E-09    0.14368E-06    0.18048E-07
  2348    0.10214E+03    0.36839E+01    0.00000E+00   -0.88574E+01    0.86622E-09    0.14275E-06    0.17712E-07
  2349    0.10217E+03    0.36497E+01    0.00000E+00   -0.88155E+01    0.86543E-09    0.14194E-06    0.17375E-07
  2350    0.10216E+03    0.36157E+01    0.00000E+00   -0.87728E+01    0.86463E-09    0.14126E-06    0.17037E-07
  2351    0.10216E+03    0.35819E+01    0.00000E+00   -0.87278E+01    0.86384E-09    0.14070E-06    0.16699E-07
  2352    0.10216E+03    0.35483E+01    0.00000E+00   -0.86812E+01    0.86305E-09    0.14028E-06    0.16359E-07
  2353    0.10216E+03    0.35149E+01    0.00000E+00   -0.86346E+01    0.86225E-09    0.13998E-06    0.16019E-07
  2354    0.10217E+03    0.34819E+01    0.00000E+00   -0.85863E+01    0.86146E-09    0.13979E-06    0.15678E-07
  2355    0.10216E+03    0.34491E+01    0.00000E+00   -0.85373E+01    0.86067E-09    0.13971E-06    0.15337E-07
  2356    0.10215E+03    0.34165E+01    0.00000E+00   -0.84859E+01    0.85988E-09    0.13974E-06    0.14995E-07
  2357    0.10213E+03    0.33842E+01    0.00000E+00   -0.84336E+01    0.85910E-09    0.13987E-06    0.14653E-07
  2358    0.10211E+03    0.33521E+01    0.00000E+00   -0.83813E+01    0.85831E-09    0.14009E-06    0.14311E-07
  2359    0.10209E+03    0.33202E+01    0.00000E+00   -0.83266E+01    0.85752E-09    0.14040E-06    0.13969E-07
  2360    0.10207E+03    0.32888E+01    0.00000E+00   -0.82712E+01    0.85674E-09    0.14080E-06    0.13626E-07
  2361    0.10204E+03    0.32577E+01    0.00000E+00   -0.82148E+01    0.85595E-09    0.14127E-06    0.13284E-07
  2362    0.10201E+03    0.32268E+01    0.00000E+00   -0.81569E+01    0.85517E-09    0.14181E-06    0.12942E-07
  2363    0.10198E+03    0.31963E+01    0.00000E+00   -0.80982E+01    0.85439E-09    0.14242E-06    0.12600E-07
  2364    0.10194E+03    0.31660E+01    0.00000E+00   -0.80386E+01    0.85361E-09    0.14310E-06    0.12259E-07
  2365    0.10190E+03    0.31362E+01    0.00000E+00   -0.79781E+01    0.85283E-09    0.14382E-06    0.11918E-07
  2366    0.10185E+03    0.31066E+01    0.00000E+00   -0.79161E+01    0.85205E-09    0.14460E-06    0.11578E-07
  2367    0.10181E+03    0.30774E+01    0.00000E+00   -0.78533E+01    0.85127E-09    0.14542E-06    0.11238E-07
  2368    0.10176E+03    0.30485E+01    0.00000E+00   -0.77895E+01    0.85049E-09    0.14628E-06    0.10900E-07
  2369    0.10170E+03    0.30200E+01    0.00000E+00   -0.77257E+01    0.84972E-09    0.14717E-06    0.10562E-07
  2370    0.10163E+03    0.29918E+01    0.00000E+00   -0.76610E+01    0.84894E-09    0.14810E-06    0.10225E-07
  2371    0.10158E+03    0.29641E+01    0.00000E+00   -0.75940E+01    0.84817E-09    0.14904E-06    0.98896E-08
  2372    0.10151E+03    0.29366E+01    0.00000E+00   -0.75269E+01    0.84740E-09    0.15000E-06    0.95551E-08
  2373    0.10143E+03    0.29096E+01    0.00000E+00   -0.74597E+01    0.84662E-09    0.15097E-06    0.92220E-08
  2374    0.10136E+03    0.28830E+01    0.00000E+00   -0.73905E+01    0.84585E-09    0.15195E-06    0.88904E-08
  2375    0.10127E+03    0.28568E+01    0.00000E+00   -0.73215E+01    0.84508E-09    0.15293E-06    0.85602E-08
  2376    0.10119E+03    0.28309E+01    0.00000E+00   -0.72524E+01    0.84431E-09    0.15391E-06    0.82317E-08
  2377    0.10110E+03    0.28055E+01    0.00000E+00   -0.71816E+01    0.84354E-09    0.15487E-06    0.79049E-08
  2378    0.10101E+03    0.27804E+01    0.00000E+00   -0.71108E+01    0.84278E-09    0.15582E-06    0.75800E-08
  2379    0.10091E+03    0.27558E+01    0.00000E+00   -0.70392E+01    0.84201E-09    0.15674E-06    0.72570E-08
  2380    0.10081E+03    0.27316E+01    0.00000E+00   -0.69673E+01    0.84125E-09    0.15764E-06    0.69361E-08
  2381    0.10071E+03    0.27078E+01    0.00000E+00   -0.68946E+01    0.84048E-09    0.15851E-06    0.66173E-08
  2382    0.10060E+03    0.26844E+01    0.00000E+00   -0.68215E+01    0.83972E-09    0.15933E-06    0.63007E-08
  2383    0.10049E+03    0.26614E+01    0.00000E+00   -0.67476E+01    0.83896E-09    0.16012E-06    0.59865E-08
  2384    0.10037E+03    0.26390E+01    0.00000E+00   -0.66736E+01    0.83820E-09    0.16085E-06    0.56747E-08
  2385    0.10025E+03    0.26168E+01    0.00000E+00   -0.65991E+01    0.83743E-09    0.16153E-06    0.53655E-08
  2386    0.10012E+03    0.25952E+01    0.00000E+00   -0.65242E+01    0.83668E-09    0.16215E-06    0.50590E-08
  2387    0.99992E+02    0.25739E+01    0.00000E+00   -0.64489E+01    0.83592E-09    0.16271E-06    0.47552E-08
  2388    0.99853E+02    0.25533E+01    0.00000E+00   -0.63734E+01    0.83516E-09    0.16319E-06    0.44543E-08
  2389    0.99715E+02    0.25329E+01    0.00000E+00   -0.62974E+01    0.83440E-09    0.16360E-06    0.41563E-08
  2390    0.99576E+02    0.25130E+01    0.00000E+00   -0.62214E+01    0.83365E-09    0.16392E-06    0.38614E-08
  2391    0.99422E+02    0.24937E+01    0.00000E+00   -0.61450E+01    0.83289E-09    0.16416E-06    0.35697E-08
  2392    0.99269E+02    0.24747E+01    0.00000E+00   -0.60685E+01    0.83214E-09    0.16430E-06    0.32812E-08
  2393    0.99122E+02    0.24561E+01    0.00000E+00   -0.59917E+01    0.83139E-09    0.16435E-06    0.29961E-08
  2394    0.98954E+02    0.24381E+01    0.00000E+00   -0.59148E+01    0.83063E-09    0.16429E-06    0.27145E-08
  2395    0.98792E+02    0.24205E+01    0.00000E+00   -0.58379E+01    0.82988E-09    0.16412E-06    0.24365E-08
  2396    0.98623E+02    0.24034E+01    0.00000E+00   -0.57608E+01    0.82913E-09    0.16383E-06    0.21621E-08
  2397    0.98454E+02    0.23867E+01    0.00000E+00   -0.56837E+01    0.82838E-09    0.16343E-06    0.18916E-08
  2398    0.98271E+02    0.23706E+01    0.00000E+00   -0.56065E+01    0.82764E-09    0.16290E-06    0.16249E-08
  2399    0.98101E+02    0.23547E+01    0.00000E+00   -0.55294E+01    0.82689E-09    0.16223E-06    0.13622E-08
  2400    0.97917E+02    0.23395E+01    0.00000E+00   -0.54521E+01    0.82614E-09    0.16143E-06    0.11036E-08
  2401    0.97725E+02    0.23247E+01    0.00000E+00   -0.53750E+01    0.82540E-09    0.16049E-06    0.84915E-09
  2402    0.97541E+02    0.23104E+01    0.00000E+00   -0.52980E+01    0.82465E-09    0.15941E-06    0.59888E-09
  2403    0.97342E+02    0.22964E+01    0.00000E+00   -0.52210E+01    0.82391E-09    0.15819E-06    0.35274E-09
  2404    0.97142E+02    0.22831E+01    0.00000E+00   -0.51442E+01    0.82317E-09    0.15685E-06    0.11071E-09
  2405    0.96935E+02    0.22701E+01    0.00000E+00   -0.50676E+01    0.82243E-09    0.15538E-06   -0.12724E-09
  2406    0.96735E+02    0.22577E+01    0.00000E+00   -0.49911E+01    0.82169E-09    0.15379E-06   -0.36115E-09
  2407    0.96520E+02    0.22457E+01    0.00000E+00   -0.49149E+01    0.82095E-09    0.15209E-06   -0.59104E-09
  2408    0.96305E+02    0.22342E+01    0.00000E+00   -0.48388E+01    0.82021E-09    0.15027E-06   -0.81694E-09
  2409    0.96082E+02    0.22231E+01    0.00000E+00   -0.47632E+01    0.81947E-09    0.14835E-06   -0.10389E-08
  2410    0.95866E+02    0.22125E+01    0.00000E+00   -0.46877E+01    0.81873E-09    0.14632E-06   -0.12569E-08
  2411    0.95643E+02    0.22023E+01    0.00000E+00   -0.46128E+01    0.81800E-09    0.14420E-06   -0.14710E-08
  2412    0.95405E+02    0.21927E+01    0.00000E+00   -0.45379E+01    0.81726E-09    0.14198E-06   -0.16812E-08
  2413    0.95174E+02    0.21834E+01    0.00000E+00   -0.44637E+01    0.81653E-09    0.13968E-06   -0.18876E-08
  2414    0.94935E+02    0.21747E+01    0.00000E+00   -0.43898E+01    0.81580E-09    0.13729E-06   -0.20902E-08
