#    L    TT             EE             BB             TE             PP             TP             EP          
   671    0.16826E+04    0.35698E+02    0.00000E+00   -0.42962E+02    0.97108E-08    0.82011E-05   -0.11232E-05
   672    0.16816E+04    0.35803E+02    0.00000E+00   -0.44652E+02    0.96865E-08    0.82516E-05   -0.11253E-05
   673    0.16809E+04    0.35904E+02    0.00000E+00   -0.46344E+02    0.96622E-08    0.83017E-05   -0.11272E-05
   674    0.16803E+04    0.35998E+02    0.00000E+00   -0.48037E+02    0.96380E-08    0.83516E-05   -0.11290E-05
   675    0.16799E+04    0.36087E+02    0.00000E+00   -0.49732E+02    0.96140E-08    0.84011E-05   -0.11306E-05
   676    0.16797E+04    0.36170E+02    0.00000E+00   -0.51425E+02    0.95900E-08    0.84502E-05   -0.11321E-05
   677    0.16797E+04    0.36247E+02    0.00000E+00   -0.53119E+02    0.95661E-08    0.84990E-05   -0.11335E-05
   678    0.16800E+04    0.36318E+02    0.00000E+00   -0.54811E+02    0.95423E-08    0.85473E-05   -0.11348E-05
   679    0.16803E+04    0.36384E+02    0.00000E+00   -0.56501E+02    0.95185E-08    0.85953E-05   -0.11359E-05
   680    0.16810E+04    0.36444E+02    0.00000E+00   -0.58188E+02    0.94949E-08    0.86429E-05   -0.11369E-05
   681    0.16818E+04    0.36498E+02    0.00000E+00   -0.59871E+02    0.94714E-08    0.86902E-05   -0.11377E-05
   682    0.16828E+04    0.36545E+02    0.00000E+00   -0.61551E+02    0.94479E-08    0.87370E-05   -0.11385E-05
   683    0.16840E+04    0.36588E+02    0.00000E+00   -0.63227E+02    0.94246E-08    0.87834E-05   -0.11391E-05
   684    0.16854E+04    0.36623E+02    0.00000E+00   -0.64897E+02    0.94013E-08    0.88293E-05   -0.11395E-05
   685    0.16869E+04    0.36653E+02    0.00000E+00   -0.66561E+02    0.93781E-08    0.88749E-05   -0.11399E-05
   686    0.16886E+04    0.36677E+02    0.00000E+00   -0.68210E+02    0.93550E-08    0.89200E-05   -0.11401E-05
   687    0.16906E+04    0.36695E+02    0.00000E+00   -0.69855E+02    0.93320E-08    0.89646E-05   -0.11402E-05
   688    0.16926E+04    0.36707E+02    0.00000E+00   -0.71494E+02    0.93091E-08    0.90088E-05   -0.11401E-05
   689    0.16949E+04    0.36712E+02    0.00000E+00   -0.73120E+02    0.92862E-08    0.90525E-05   -0.11399E-05
   690    0.16974E+04    0.36713E+02    0.00000E+00   -0.74740E+02    0.92635E-08    0.90958E-05   -0.11396E-05
   691    0.17000E+04    0.36706E+02    0.00000E+00   -0.76347E+02    0.92408E-08    0.91386E-05   -0.11392E-05
   692    0.17028E+04    0.36694E+02    0.00000E+00   -0.77940E+02    0.92182E-08    0.91809E-05   -0.11387E-05
   693    0.17059E+04    0.36676E+02    0.00000E+00   -0.79528E+02    0.91957E-08    0.92227E-05   -0.11380E-05
   694    0.17090E+04    0.36651E+02    0.00000E+00   -0.81095E+02    0.91733E-08    0.92640E-05   -0.11372E-05
   695    0.17124E+04    0.36623E+02    0.00000E+00   -0.82649E+02    0.91509E-08    0.93047E-05   -0.11363E-05
   696    0.17159E+04    0.36587E+02    0.00000E+00   -0.84204E+02    0.91287E-08    0.93450E-05   -0.11352E-05
   697    0.17197E+04    0.36545E+02    0.00000E+00   -0.85732E+02    0.91065E-08    0.93847E-05   -0.11340E-05
   698    0.17235E+04    0.36496E+02    0.00000E+00   -0.87246E+02    0.90844E-08    0.94239E-05   -0.11327E-05
   699    0.17275E+04    0.36443E+02    0.00000E+00   -0.88740E+02    0.90624E-08    0.94626E-05   -0.11313E-05
   700    0.17318E+04    0.36383E+02    0.00000E+00   -0.90220E+02    0.90405E-08    0.95007E-05   -0.11298E-05
   701    0.17361E+04    0.36318E+02    0.00000E+00   -0.91688E+02    0.90186E-08    0.95382E-05   -0.11281E-05
   702    0.17407E+04    0.36247E+02    0.00000E+00   -0.93128E+02    0.89969E-08    0.95752E-05   -0.11263E-05
   703    0.17453E+04    0.36170E+02    0.00000E+00   -0.94569E+02    0.89752E-08    0.96116E-05   -0.11244E-05
   704    0.17502E+04    0.36088E+02    0.00000E+00   -0.95975E+02    0.89536E-08    0.96475E-05   -0.11223E-05
   705    0.17551E+04    0.35999E+02    0.00000E+00   -0.97361E+02    0.89320E-08    0.96828E-05   -0.11202E-05
   706    0.17602E+04    0.35906E+02    0.00000E+00   -0.98733E+02    0.89106E-08    0.97175E-05   -0.11179E-05
   707    0.17654E+04    0.35806E+02    0.00000E+00   -0.10009E+03    0.88892E-08    0.97516E-05   -0.11155E-05
   708    0.17709E+04    0.35702E+02    0.00000E+00   -0.10140E+03    0.88679E-08    0.97852E-05   -0.11130E-05
   709    0.17765E+04    0.35591E+02    0.00000E+00   -0.10271E+03    0.88467E-08    0.98182E-05   -0.11104E-05
   710    0.17822E+04    0.35475E+02    0.00000E+00   -0.10400E+03    0.88255E-08    0.98506E-05   -0.11077E-05
   711    0.17880E+04    0.35354E+02    0.00000E+00   -0.10525E+03    0.88045E-08    0.98824E-05   -0.11048E-05
   712    0.17940E+04    0.35227E+02    0.00000E+00   -0.10649E+03    0.87835E-08    0.99136E-05   -0.11018E-05
   713    0.18002E+04    0.35095E+02    0.00000E+00   -0.10770E+03    0.87626E-08    0.99442E-05   -0.10987E-05
   714    0.18063E+04    0.34959E+02    0.00000E+00   -0.10888E+03    0.87417E-08    0.99743E-05   -0.10955E-05
   715    0.18127E+04    0.34816E+02    0.00000E+00   -0.11005E+03    0.87209E-08    0.10004E-04   -0.10922E-05
   716    0.18192E+04    0.34669E+02    0.00000E+00   -0.11119E+03    0.87003E-08    0.10033E-04   -0.10888E-05
   717    0.18258E+04    0.34517E+02    0.00000E+00   -0.11229E+03    0.86796E-08    0.10061E-04   -0.10853E-05
   718    0.18324E+04    0.34360E+02    0.00000E+00   -0.11338E+03    0.86591E-08    0.10088E-04   -0.10816E-05
   719    0.18393E+04    0.34197E+02    0.00000E+00   -0.11442E+03    0.86386E-08    0.10115E-04   -0.10779E-05
   720    0.18461E+04    0.34030E+02    0.00000E+00   -0.11545E+03    0.86182E-08    0.10142E-04   -0.10740E-05
   721    0.18532E+04    0.33859E+02    0.00000E+00   -0.11644E+03    0.85979E-08    0.10168E-04   -0.10701E-05
   722    0.18603E+04    0.33682E+02    0.00000E+00   -0.11741E+03    0.85777E-08    0.10193E-04   -0.10660E-05
   723    0.18675E+04    0.33502E+02    0.00000E+00   -0.11835E+03    0.85575E-08    0.10217E-04   -0.10618E-05
   724    0.18748E+04    0.33316E+02    0.00000E+00   -0.11926E+03    0.85374E-08    0.10241E-04   -0.10575E-05
   725    0.18821E+04    0.33127E+02    0.00000E+00   -0.12014E+03    0.85173E-08    0.10265E-04   -0.10532E-05
   726    0.18897E+04    0.32935E+02    0.00000E+00   -0.12098E+03    0.84974E-08    0.10287E-04   -0.10487E-05
   727    0.18972E+04    0.32737E+02    0.00000E+00   -0.12180E+03    0.84775E-08    0.10310E-04   -0.10441E-05
   728    0.19048E+04    0.32534E+02    0.00000E+00   -0.12258E+03    0.84576E-08    0.10331E-04   -0.10394E-05
   729    0.19125E+04    0.32327E+02    0.00000E+00   -0.12334E+03    0.84379E-08    0.10352E-04   -0.10346E-05
   730    0.19202E+04    0.32117E+02    0.00000E+00   -0.12406E+03    0.84182E-08    0.10372E-04   -0.10297E-05
   731    0.19281E+04    0.31902E+02    0.00000E+00   -0.12475E+03    0.83986E-08    0.10392E-04   -0.10247E-05
   732    0.19360E+04    0.31686E+02    0.00000E+00   -0.12540E+03    0.83790E-08    0.10411E-04   -0.10196E-05
   733    0.19440E+04    0.31464E+02    0.00000E+00   -0.12603E+03    0.83596E-08    0.10429E-04   -0.10144E-05
   734    0.19520E+04    0.31239E+02    0.00000E+00   -0.12661E+03    0.83401E-08    0.10446E-04   -0.10091E-05
   735    0.19602E+04    0.31010E+02    0.00000E+00   -0.12718E+03    0.83208E-08    0.10463E-04   -0.10037E-05
   736    0.19682E+04    0.30778E+02    0.00000E+00   -0.12769E+03    0.83015E-08    0.10480E-04   -0.99822E-06
   737    0.19764E+04    0.30543E+02    0.00000E+00   -0.12819E+03    0.82823E-08    0.10495E-04   -0.99264E-06
   738    0.19845E+04    0.30306E+02    0.00000E+00   -0.12863E+03    0.82632E-08    0.10510E-04   -0.98696E-06
   739    0.19927E+04    0.30064E+02    0.00000E+00   -0.12905E+03    0.82441E-08    0.10525E-04   -0.98119E-06
   740    0.20010E+04    0.29820E+02    0.00000E+00   -0.12944E+03    0.82251E-08    0.10538E-04   -0.97533E-06
   741    0.20093E+04    0.29572E+02    0.00000E+00   -0.12979E+03    0.82061E-08    0.10552E-04   -0.96938E-06
   742    0.20176E+04    0.29324E+02    0.00000E+00   -0.13010E+03    0.81873E-08    0.10564E-04   -0.96333E-06
   743    0.20259E+04    0.29073E+02    0.00000E+00   -0.13038E+03    0.81685E-08    0.10576E-04   -0.95719E-06
   744    0.20343E+04    0.28819E+02    0.00000E+00   -0.13062E+03    0.81497E-08    0.10587E-04   -0.95097E-06
   745    0.20427E+04    0.28563E+02    0.00000E+00   -0.13083E+03    0.81310E-08    0.10597E-04   -0.94465E-06
   746    0.20509E+04    0.28305E+02    0.00000E+00   -0.13099E+03    0.81124E-08    0.10607E-04   -0.93825E-06
   747    0.20592E+04    0.28043E+02    0.00000E+00   -0.13113E+03    0.80938E-08    0.10616E-04   -0.93176E-06
   748    0.20676E+04    0.27781E+02    0.00000E+00   -0.13123E+03    0.80753E-08    0.10624E-04   -0.92518E-06
   749    0.20760E+04    0.27515E+02    0.00000E+00   -0.13131E+03    0.80569E-08    0.10632E-04   -0.91852E-06
   750    0.20843E+04    0.27250E+02    0.00000E+00   -0.13134E+03    0.80385E-08    0.10639E-04   -0.91177E-06
   751    0.20926E+04    0.26981E+02    0.00000E+00   -0.13134E+03    0.80202E-08    0.10645E-04   -0.90493E-06
   752    0.21010E+04    0.26713E+02    0.00000E+00   -0.13129E+03    0.80020E-08    0.10650E-04   -0.89801E-06
   753    0.21092E+04    0.26441E+02    0.00000E+00   -0.13121E+03    0.79838E-08    0.10655E-04   -0.89101E-06
   754    0.21174E+04    0.26170E+02    0.00000E+00   -0.13109E+03    0.79657E-08    0.10660E-04   -0.88394E-06
   755    0.21257E+04    0.25896E+02    0.00000E+00   -0.13095E+03    0.79476E-08    0.10663E-04   -0.87678E-06
   756    0.21338E+04    0.25622E+02    0.00000E+00   -0.13076E+03    0.79296E-08    0.10666E-04   -0.86955E-06
   757    0.21421E+04    0.25348E+02    0.00000E+00   -0.13054E+03    0.79117E-08    0.10668E-04   -0.86224E-06
   758    0.21501E+04    0.25072E+02    0.00000E+00   -0.13027E+03    0.78938E-08    0.10670E-04   -0.85485E-06
   759    0.21582E+04    0.24795E+02    0.00000E+00   -0.12998E+03    0.78760E-08    0.10671E-04   -0.84740E-06
   760    0.21662E+04    0.24518E+02    0.00000E+00   -0.12966E+03    0.78582E-08    0.10671E-04   -0.83987E-06
   761    0.21741E+04    0.24241E+02    0.00000E+00   -0.12929E+03    0.78405E-08    0.10670E-04   -0.83228E-06
   762    0.21821E+04    0.23964E+02    0.00000E+00   -0.12889E+03    0.78228E-08    0.10669E-04   -0.82462E-06
   763    0.21899E+04    0.23687E+02    0.00000E+00   -0.12846E+03    0.78053E-08    0.10668E-04   -0.81689E-06
   764    0.21977E+04    0.23409E+02    0.00000E+00   -0.12799E+03    0.77877E-08    0.10665E-04   -0.80910E-06
   765    0.22053E+04    0.23132E+02    0.00000E+00   -0.12749E+03    0.77703E-08    0.10662E-04   -0.80124E-06
   766    0.22130E+04    0.22855E+02    0.00000E+00   -0.12695E+03    0.77528E-08    0.10659E-04   -0.79332E-06
   767    0.22205E+04    0.22579E+02    0.00000E+00   -0.12638E+03    0.77355E-08    0.10654E-04   -0.78535E-06
   768    0.22280E+04    0.22303E+02    0.00000E+00   -0.12576E+03    0.77182E-08    0.10649E-04   -0.77731E-06
   769    0.22354E+04    0.22027E+02    0.00000E+00   -0.12512E+03    0.77009E-08    0.10644E-04   -0.76922E-06
   770    0.22426E+04    0.21752E+02    0.00000E+00   -0.12445E+03    0.76838E-08    0.10638E-04   -0.76108E-06
   771    0.22498E+04    0.21479E+02    0.00000E+00   -0.12373E+03    0.76666E-08    0.10631E-04   -0.75288E-06
   772    0.22569E+04    0.21206E+02    0.00000E+00   -0.12298E+03    0.76496E-08    0.10624E-04   -0.74463E-06
   773    0.22639E+04    0.20935E+02    0.00000E+00   -0.12220E+03    0.76325E-08    0.10616E-04   -0.73632E-06
   774    0.22708E+04    0.20665E+02    0.00000E+00   -0.12140E+03    0.76156E-08    0.10607E-04   -0.72797E-06
   775    0.22776E+04    0.20396E+02    0.00000E+00   -0.12055E+03    0.75987E-08    0.10598E-04   -0.71958E-06
   776    0.22842E+04    0.20130E+02    0.00000E+00   -0.11968E+03    0.75818E-08    0.10588E-04   -0.71113E-06
   777    0.22907E+04    0.19864E+02    0.00000E+00   -0.11877E+03    0.75650E-08    0.10578E-04   -0.70265E-06
   778    0.22973E+04    0.19601E+02    0.00000E+00   -0.11783E+03    0.75483E-08    0.10567E-04   -0.69411E-06
   779    0.23036E+04    0.19340E+02    0.00000E+00   -0.11686E+03    0.75316E-08    0.10555E-04   -0.68554E-06
   780    0.23097E+04    0.19079E+02    0.00000E+00   -0.11586E+03    0.75150E-08    0.10543E-04   -0.67693E-06
   781    0.23159E+04    0.18822E+02    0.00000E+00   -0.11483E+03    0.74984E-08    0.10531E-04   -0.66828E-06
   782    0.23218E+04    0.18567E+02    0.00000E+00   -0.11379E+03    0.74819E-08    0.10517E-04   -0.65960E-06
   783    0.23276E+04    0.18314E+02    0.00000E+00   -0.11269E+03    0.74654E-08    0.10504E-04   -0.65088E-06
   784    0.23333E+04    0.18064E+02    0.00000E+00   -0.11157E+03    0.74490E-08    0.10489E-04   -0.64213E-06
   785    0.23388E+04    0.17816E+02    0.00000E+00   -0.11043E+03    0.74326E-08    0.10474E-04   -0.63334E-06
   786    0.23442E+04    0.17571E+02    0.00000E+00   -0.10923E+03    0.74163E-08    0.10459E-04   -0.62453E-06
   787    0.23494E+04    0.17329E+02    0.00000E+00   -0.10802E+03    0.74000E-08    0.10443E-04   -0.61568E-06
   788    0.23545E+04    0.17090E+02    0.00000E+00   -0.10679E+03    0.73838E-08    0.10426E-04   -0.60681E-06
   789    0.23594E+04    0.16852E+02    0.00000E+00   -0.10554E+03    0.73677E-08    0.10409E-04   -0.59791E-06
   790    0.23643E+04    0.16620E+02    0.00000E+00   -0.10425E+03    0.73516E-08    0.10391E-04   -0.58899E-06
   791    0.23689E+04    0.16389E+02    0.00000E+00   -0.10293E+03    0.73355E-08    0.10373E-04   -0.58005E-06
   792    0.23735E+04    0.16163E+02    0.00000E+00   -0.10159E+03    0.73195E-08    0.10354E-04   -0.57109E-06
   793    0.23778E+04    0.15941E+02    0.00000E+00   -0.10022E+03    0.73036E-08    0.10335E-04   -0.56210E-06
   794    0.23819E+04    0.15723E+02    0.00000E+00   -0.98827E+02    0.72877E-08    0.10315E-04   -0.55310E-06
   795    0.23858E+04    0.15507E+02    0.00000E+00   -0.97409E+02    0.72718E-08    0.10295E-04   -0.54409E-06
   796    0.23898E+04    0.15296E+02    0.00000E+00   -0.95975E+02    0.72560E-08    0.10274E-04   -0.53506E-06
   797    0.23934E+04    0.15088E+02    0.00000E+00   -0.94512E+02    0.72402E-08    0.10252E-04   -0.52601E-06
   798    0.23968E+04    0.14885E+02    0.00000E+00   -0.93034E+02    0.72245E-08    0.10231E-04   -0.51696E-06
   799    0.24002E+04    0.14685E+02    0.00000E+00   -0.91532E+02    0.72089E-08    0.10208E-04   -0.50789E-06
   800    0.24034E+04    0.14490E+02    0.00000E+00   -0.90009E+02    0.71933E-08    0.10185E-04   -0.49881E-06
   801    0.24063E+04    0.14299E+02    0.00000E+00   -0.88470E+02    0.71777E-08    0.10162E-04   -0.48973E-06
   802    0.24090E+04    0.14112E+02    0.00000E+00   -0.86893E+02    0.71622E-08    0.10138E-04   -0.48065E-06
   803    0.24117E+04    0.13929E+02    0.00000E+00   -0.85316E+02    0.71467E-08    0.10113E-04   -0.47155E-06
   804    0.24141E+04    0.13751E+02    0.00000E+00   -0.83709E+02    0.71313E-08    0.10089E-04   -0.46245E-06
   805    0.24165E+04    0.13578E+02    0.00000E+00   -0.82086E+02    0.71160E-08    0.10063E-04   -0.45335E-06
   806    0.24186E+04    0.13408E+02    0.00000E+00   -0.80448E+02    0.71006E-08    0.10037E-04   -0.44424E-06
   807    0.24204E+04    0.13244E+02    0.00000E+00   -0.78795E+02    0.70854E-08    0.10011E-04   -0.43513E-06
   808    0.24220E+04    0.13086E+02    0.00000E+00   -0.77119E+02    0.70701E-08    0.99842E-05   -0.42601E-06
   809    0.24236E+04    0.12932E+02    0.00000E+00   -0.75434E+02    0.70550E-08    0.99570E-05   -0.41689E-06
   810    0.24249E+04    0.12783E+02    0.00000E+00   -0.73727E+02    0.70398E-08    0.99293E-05   -0.40777E-06
   811    0.24260E+04    0.12638E+02    0.00000E+00   -0.72005E+02    0.70247E-08    0.99012E-05   -0.39864E-06
   812    0.24269E+04    0.12501E+02    0.00000E+00   -0.70273E+02    0.70097E-08    0.98726E-05   -0.38952E-06
   813    0.24276E+04    0.12366E+02    0.00000E+00   -0.68529E+02    0.69947E-08    0.98436E-05   -0.38039E-06
   814    0.24282E+04    0.12238E+02    0.00000E+00   -0.66772E+02    0.69797E-08    0.98142E-05   -0.37126E-06
   815    0.24286E+04    0.12115E+02    0.00000E+00   -0.65004E+02    0.69648E-08    0.97844E-05   -0.36213E-06
   816    0.24287E+04    0.11998E+02    0.00000E+00   -0.63225E+02    0.69500E-08    0.97541E-05   -0.35301E-06
   817    0.24286E+04    0.11886E+02    0.00000E+00   -0.61435E+02    0.69352E-08    0.97235E-05   -0.34388E-06
   818    0.24285E+04    0.11780E+02    0.00000E+00   -0.59636E+02    0.69204E-08    0.96924E-05   -0.33475E-06
   819    0.24280E+04    0.11679E+02    0.00000E+00   -0.57827E+02    0.69057E-08    0.96610E-05   -0.32563E-06
   820    0.24275E+04    0.11583E+02    0.00000E+00   -0.56010E+02    0.68910E-08    0.96291E-05   -0.31650E-06
   821    0.24266E+04    0.11493E+02    0.00000E+00   -0.54186E+02    0.68764E-08    0.95969E-05   -0.30738E-06
   822    0.24256E+04    0.11409E+02    0.00000E+00   -0.52355E+02    0.68618E-08    0.95643E-05   -0.29827E-06
   823    0.24244E+04    0.11331E+02    0.00000E+00   -0.50516E+02    0.68472E-08    0.95313E-05   -0.28915E-06
   824    0.24229E+04    0.11259E+02    0.00000E+00   -0.48672E+02    0.68327E-08    0.94980E-05   -0.28004E-06
   825    0.24213E+04    0.11192E+02    0.00000E+00   -0.46823E+02    0.68183E-08    0.94643E-05   -0.27094E-06
   826    0.24194E+04    0.11132E+02    0.00000E+00   -0.44970E+02    0.68039E-08    0.94303E-05   -0.26184E-06
   827    0.24173E+04    0.11077E+02    0.00000E+00   -0.43114E+02    0.67895E-08    0.93959E-05   -0.25274E-06
   828    0.24152E+04    0.11029E+02    0.00000E+00   -0.41255E+02    0.67752E-08    0.93612E-05   -0.24365E-06
   829    0.24127E+04    0.10987E+02    0.00000E+00   -0.39394E+02    0.67609E-08    0.93261E-05   -0.23457E-06
   830    0.24102E+04    0.10950E+02    0.00000E+00   -0.37533E+02    0.67466E-08    0.92907E-05   -0.22549E-06
   831    0.24074E+04    0.10920E+02    0.00000E+00   -0.35671E+02    0.67324E-08    0.92550E-05   -0.21642E-06
   832    0.24043E+04    0.10895E+02    0.00000E+00   -0.33809E+02    0.67183E-08    0.92189E-05   -0.20736E-06
   833    0.24012E+04    0.10876E+02    0.00000E+00   -0.31948E+02    0.67041E-08    0.91826E-05   -0.19831E-06
   834    0.23977E+04    0.10863E+02    0.00000E+00   -0.30088E+02    0.66901E-08    0.91460E-05   -0.18926E-06
   835    0.23942E+04    0.10858E+02    0.00000E+00   -0.28231E+02    0.66760E-08    0.91090E-05   -0.18023E-06
   836    0.23903E+04    0.10857E+02    0.00000E+00   -0.26375E+02    0.66620E-08    0.90718E-05   -0.17120E-06
   837    0.23863E+04    0.10863E+02    0.00000E+00   -0.24524E+02    0.66481E-08    0.90342E-05   -0.16218E-06
   838    0.23822E+04    0.10875E+02    0.00000E+00   -0.22677E+02    0.66342E-08    0.89964E-05   -0.15318E-06
   839    0.23777E+04    0.10893E+02    0.00000E+00   -0.20833E+02    0.66203E-08    0.89583E-05   -0.14418E-06
   840    0.23732E+04    0.10918E+02    0.00000E+00   -0.18995E+02    0.66065E-08    0.89200E-05   -0.13520E-06
