#    L    TT             EE             TE             PP             TP          
   320    0.33006E+04    0.12459E+02    0.11618E+03    0.13662E+07    0.87071E+03
   321    0.32681E+04    0.12643E+02    0.11577E+03    0.13609E+07    0.86257E+03
   322    0.32358E+04    0.12825E+02    0.11532E+03    0.13556E+07    0.85450E+03
   323    0.32036E+04    0.13008E+02    0.11484E+03    0.13503E+07    0.84649E+03
   324    0.31716E+04    0.13191E+02    0.11431E+03    0.13451E+07    0.83855E+03
   325    0.31397E+04    0.13371E+02    0.11376E+03    0.13398E+07    0.83067E+03
   326    0.31080E+04    0.13553E+02    0.11316E+03    0.13347E+07    0.82285E+03
   327    0.30764E+04    0.13734E+02    0.11253E+03    0.13295E+07    0.81510E+03
   328    0.30451E+04    0.13913E+02    0.11187E+03    0.13244E+07    0.80740E+03
   329    0.30140E+04    0.14093E+02    0.11117E+03    0.13193E+07    0.79978E+03
   330    0.29830E+04    0.14271E+02    0.11043E+03    0.13142E+07    0.79221E+03
   331    0.29524E+04    0.14448E+02    0.10966E+03    0.13092E+07    0.78471E+03
   332    0.29218E+04    0.14625E+02    0.10886E+03    0.13042E+07    0.77727E+03
   333    0.28916E+04    0.14801E+02    0.10802E+03    0.12992E+07    0.76990E+03
   334    0.28616E+04    0.14976E+02    0.10715E+03    0.12942E+07    0.76259E+03
   335    0.28317E+04    0.15149E+02    0.10624E+03    0.12893E+07    0.75534E+03
   336    0.28021E+04    0.15321E+02    0.10530E+03    0.12844E+07    0.74816E+03
   337    0.27729E+04    0.15493E+02    0.10431E+03    0.12795E+07    0.74104E+03
   338    0.27438E+04    0.15662E+02    0.10331E+03    0.12747E+07    0.73398E+03
   339    0.27151E+04    0.15832E+02    0.10226E+03    0.12699E+07    0.72699E+03
   340    0.26866E+04    0.15999E+02    0.10120E+03    0.12651E+07    0.72007E+03
   341    0.26584E+04    0.16164E+02    0.10009E+03    0.12603E+07    0.71320E+03
   342    0.26305E+04    0.16329E+02    0.98950E+02    0.12555E+07    0.70640E+03
   343    0.26029E+04    0.16491E+02    0.97782E+02    0.12508E+07    0.69967E+03
   344    0.25757E+04    0.16652E+02    0.96584E+02    0.12461E+07    0.69300E+03
   345    0.25486E+04    0.16810E+02    0.95356E+02    0.12415E+07    0.68639E+03
   346    0.25220E+04    0.16968E+02    0.94107E+02    0.12368E+07    0.67985E+03
   347    0.24956E+04    0.17123E+02    0.92820E+02    0.12322E+07    0.67338E+03
   348    0.24696E+04    0.17276E+02    0.91504E+02    0.12276E+07    0.66696E+03
   349    0.24439E+04    0.17427E+02    0.90159E+02    0.12230E+07    0.66062E+03
   350    0.24186E+04    0.17575E+02    0.88791E+02    0.12185E+07    0.65433E+03
   351    0.23937E+04    0.17722E+02    0.87394E+02    0.12139E+07    0.64811E+03
   352    0.23690E+04    0.17867E+02    0.85967E+02    0.12094E+07    0.64196E+03
   353    0.23448E+04    0.18009E+02    0.84525E+02    0.12050E+07    0.63586E+03
   354    0.23208E+04    0.18149E+02    0.83046E+02    0.12005E+07    0.62983E+03
   355    0.22973E+04    0.18286E+02    0.81545E+02    0.11961E+07    0.62385E+03
   356    0.22741E+04    0.18422E+02    0.80030E+02    0.11916E+07    0.61794E+03
   357    0.22513E+04    0.18554E+02    0.78484E+02    0.11873E+07    0.61207E+03
   358    0.22290E+04    0.18683E+02    0.76924E+02    0.11829E+07    0.60626E+03
   359    0.22069E+04    0.18809E+02    0.75334E+02    0.11785E+07    0.60050E+03
   360    0.21853E+04    0.18934E+02    0.73725E+02    0.11742E+07    0.59479E+03
   361    0.21640E+04    0.19055E+02    0.72094E+02    0.11699E+07    0.58913E+03
   362    0.21432E+04    0.19174E+02    0.70442E+02    0.11656E+07    0.58352E+03
   363    0.21227E+04    0.19290E+02    0.68772E+02    0.11614E+07    0.57795E+03
   364    0.21027E+04    0.19402E+02    0.67081E+02    0.11571E+07    0.57243E+03
   365    0.20831E+04    0.19512E+02    0.65374E+02    0.11529E+07    0.56695E+03
   366    0.20639E+04    0.19619E+02    0.63649E+02    0.11487E+07    0.56151E+03
   367    0.20451E+04    0.19722E+02    0.61907E+02    0.11445E+07    0.55611E+03
   368    0.20266E+04    0.19822E+02    0.60150E+02    0.11404E+07    0.55074E+03
   369    0.20087E+04    0.19920E+02    0.58376E+02    0.11362E+07    0.54542E+03
   370    0.19912E+04    0.20014E+02    0.56590E+02    0.11321E+07    0.54012E+03
   371    0.19740E+04    0.20104E+02    0.54789E+02    0.11280E+07    0.53486E+03
   372    0.19573E+04    0.20191E+02    0.52975E+02    0.11239E+07    0.52963E+03
   373    0.19410E+04    0.20275E+02    0.51148E+02    0.11199E+07    0.52443E+03
   374    0.19252E+04    0.20356E+02    0.49310E+02    0.11159E+07    0.51926E+03
   375    0.19097E+04    0.20433E+02    0.47462E+02    0.11118E+07    0.51411E+03
   376    0.18947E+04    0.20507E+02    0.45603E+02    0.11078E+07    0.50899E+03
   377    0.18802E+04    0.20577E+02    0.43736E+02    0.11039E+07    0.50389E+03
   378    0.18661E+04    0.20643E+02    0.41858E+02    0.10999E+07    0.49881E+03
   379    0.18524E+04    0.20706E+02    0.39975E+02    0.10960E+07    0.49375E+03
   380    0.18392E+04    0.20767E+02    0.38083E+02    0.10921E+07    0.48872E+03
   381    0.18264E+04    0.20821E+02    0.36186E+02    0.10882E+07    0.48369E+03
   382    0.18139E+04    0.20873E+02    0.34283E+02    0.10843E+07    0.47868E+03
   383    0.18020E+04    0.20921E+02    0.32375E+02    0.10804E+07    0.47369E+03
   384    0.17905E+04    0.20965E+02    0.30464E+02    0.10766E+07    0.46871E+03
   385    0.17794E+04    0.21006E+02    0.28549E+02    0.10728E+07    0.46373E+03
   386    0.17688E+04    0.21043E+02    0.26632E+02    0.10689E+07    0.45877E+03
   387    0.17586E+04    0.21076E+02    0.24714E+02    0.10652E+07    0.45381E+03
   388    0.17487E+04    0.21105E+02    0.22795E+02    0.10614E+07    0.44886E+03
   389    0.17394E+04    0.21128E+02    0.20875E+02    0.10576E+07    0.44391E+03
   390    0.17305E+04    0.21151E+02    0.18958E+02    0.10539E+07    0.43897E+03
   391    0.17220E+04    0.21168E+02    0.17041E+02    0.10502E+07    0.43402E+03
   392    0.17139E+04    0.21183E+02    0.15127E+02    0.10465E+07    0.42908E+03
   393    0.17063E+04    0.21193E+02    0.13215E+02    0.10428E+07    0.42413E+03
   394    0.16991E+04    0.21200E+02    0.11309E+02    0.10391E+07    0.41918E+03
   395    0.16922E+04    0.21202E+02    0.94056E+01    0.10355E+07    0.41422E+03
   396    0.16859E+04    0.21200E+02    0.75092E+01    0.10319E+07    0.40925E+03
   397    0.16799E+04    0.21195E+02    0.56182E+01    0.10282E+07    0.40428E+03
   398    0.16743E+04    0.21186E+02    0.37341E+01    0.10246E+07    0.39929E+03
   399    0.16692E+04    0.21173E+02    0.18575E+01    0.10211E+07    0.39429E+03
   400    0.16644E+04    0.21156E+02   -0.10461E-01    0.10175E+07    0.38928E+03
   401    0.16601E+04    0.21135E+02   -0.18693E+01    0.10139E+07    0.38425E+03
   402    0.16562E+04    0.21109E+02   -0.37182E+01    0.10104E+07    0.37921E+03
   403    0.16527E+04    0.21081E+02   -0.55564E+01    0.10069E+07    0.37416E+03
   404    0.16495E+04    0.21048E+02   -0.73825E+01    0.10034E+07    0.36910E+03
   405    0.16468E+04    0.21011E+02   -0.91973E+01    0.99990E+06    0.36403E+03
   406    0.16444E+04    0.20971E+02   -0.10998E+02    0.99643E+06    0.35895E+03
   407    0.16424E+04    0.20926E+02   -0.12787E+02    0.99298E+06    0.35387E+03
   408    0.16408E+04    0.20878E+02   -0.14560E+02    0.98954E+06    0.34878E+03
   409    0.16397E+04    0.20827E+02   -0.16318E+02    0.98612E+06    0.34370E+03
   410    0.16388E+04    0.20771E+02   -0.18061E+02    0.98271E+06    0.33861E+03
   411    0.16384E+04    0.20712E+02   -0.19787E+02    0.97932E+06    0.33353E+03
   412    0.16383E+04    0.20649E+02   -0.21497E+02    0.97595E+06    0.32845E+03
   413    0.16386E+04    0.20583E+02   -0.23188E+02    0.97259E+06    0.32338E+03
   414    0.16391E+04    0.20513E+02   -0.24862E+02    0.96924E+06    0.31832E+03
   415    0.16402E+04    0.20440E+02   -0.26515E+02    0.96591E+06    0.31327E+03
   416    0.16415E+04    0.20362E+02   -0.28149E+02    0.96260E+06    0.30822E+03
   417    0.16431E+04    0.20282E+02   -0.29764E+02    0.95930E+06    0.30320E+03
   418    0.16450E+04    0.20196E+02   -0.31357E+02    0.95601E+06    0.29818E+03
   419    0.16474E+04    0.20109E+02   -0.32927E+02    0.95274E+06    0.29319E+03
   420    0.16500E+04    0.20018E+02   -0.34476E+02    0.94948E+06    0.28821E+03
   421    0.16530E+04    0.19924E+02   -0.36002E+02    0.94624E+06    0.28326E+03
   422    0.16564E+04    0.19826E+02   -0.37506E+02    0.94302E+06    0.27832E+03
   423    0.16599E+04    0.19724E+02   -0.38985E+02    0.93981E+06    0.27342E+03
   424    0.16637E+04    0.19619E+02   -0.40440E+02    0.93661E+06    0.26853E+03
   425    0.16679E+04    0.19511E+02   -0.41869E+02    0.93343E+06    0.26368E+03
   426    0.16725E+04    0.19401E+02   -0.43272E+02    0.93026E+06    0.25886E+03
   427    0.16772E+04    0.19286E+02   -0.44651E+02    0.92711E+06    0.25406E+03
   428    0.16822E+04    0.19169E+02   -0.46001E+02    0.92397E+06    0.24931E+03
   429    0.16875E+04    0.19049E+02   -0.47325E+02    0.92084E+06    0.24458E+03
   430    0.16931E+04    0.18927E+02   -0.48622E+02    0.91773E+06    0.23990E+03
   431    0.16990E+04    0.18801E+02   -0.49890E+02    0.91463E+06    0.23525E+03
   432    0.17050E+04    0.18672E+02   -0.51131E+02    0.91155E+06    0.23064E+03
   433    0.17114E+04    0.18541E+02   -0.52341E+02    0.90848E+06    0.22608E+03
   434    0.17179E+04    0.18407E+02   -0.53524E+02    0.90543E+06    0.22156E+03
   435    0.17247E+04    0.18271E+02   -0.54677E+02    0.90239E+06    0.21709E+03
   436    0.17318E+04    0.18133E+02   -0.55800E+02    0.89936E+06    0.21266E+03
   437    0.17390E+04    0.17991E+02   -0.56891E+02    0.89634E+06    0.20828E+03
   438    0.17465E+04    0.17847E+02   -0.57952E+02    0.89334E+06    0.20396E+03
   439    0.17542E+04    0.17702E+02   -0.58983E+02    0.89035E+06    0.19969E+03
   440    0.17621E+04    0.17553E+02   -0.59980E+02    0.88738E+06    0.19548E+03
   441    0.17703E+04    0.17403E+02   -0.60948E+02    0.88442E+06    0.19132E+03
   442    0.17785E+04    0.17250E+02   -0.61882E+02    0.88147E+06    0.18722E+03
   443    0.17870E+04    0.17095E+02   -0.62785E+02    0.87854E+06    0.18318E+03
   444    0.17956E+04    0.16939E+02   -0.63654E+02    0.87562E+06    0.17921E+03
   445    0.18044E+04    0.16780E+02   -0.64491E+02    0.87271E+06    0.17529E+03
   446    0.18133E+04    0.16620E+02   -0.65293E+02    0.86981E+06    0.17145E+03
   447    0.18224E+04    0.16459E+02   -0.66063E+02    0.86693E+06    0.16767E+03
   448    0.18316E+04    0.16295E+02   -0.66800E+02    0.86406E+06    0.16397E+03
   449    0.18411E+04    0.16130E+02   -0.67501E+02    0.86121E+06    0.16033E+03
   450    0.18506E+04    0.15964E+02   -0.68170E+02    0.85836E+06    0.15677E+03
   451    0.18603E+04    0.15796E+02   -0.68804E+02    0.85553E+06    0.15328E+03
   452    0.18700E+04    0.15627E+02   -0.69406E+02    0.85271E+06    0.14987E+03
   453    0.18800E+04    0.15457E+02   -0.69972E+02    0.84990E+06    0.14653E+03
   454    0.18900E+04    0.15286E+02   -0.70505E+02    0.84711E+06    0.14326E+03
   455    0.19000E+04    0.15114E+02   -0.71004E+02    0.84433E+06    0.14007E+03
   456    0.19103E+04    0.14941E+02   -0.71463E+02    0.84156E+06    0.13694E+03
   457    0.19205E+04    0.14767E+02   -0.71896E+02    0.83880E+06    0.13389E+03
   458    0.19309E+04    0.14593E+02   -0.72284E+02    0.83606E+06    0.13090E+03
   459    0.19413E+04    0.14418E+02   -0.72643E+02    0.83332E+06    0.12798E+03
   460    0.19519E+04    0.14242E+02   -0.72967E+02    0.83060E+06    0.12513E+03
   461    0.19624E+04    0.14066E+02   -0.73256E+02    0.82789E+06    0.12235E+03
   462    0.19730E+04    0.13889E+02   -0.73505E+02    0.82520E+06    0.11963E+03
   463    0.19836E+04    0.13713E+02   -0.73732E+02    0.82251E+06    0.11698E+03
   464    0.19943E+04    0.13537E+02   -0.73908E+02    0.81984E+06    0.11439E+03
   465    0.20049E+04    0.13360E+02   -0.74061E+02    0.81718E+06    0.11186E+03
   466    0.20156E+04    0.13183E+02   -0.74171E+02    0.81453E+06    0.10939E+03
   467    0.20264E+04    0.13006E+02   -0.74251E+02    0.81189E+06    0.10699E+03
   468    0.20371E+04    0.12831E+02   -0.74294E+02    0.80926E+06    0.10464E+03
   469    0.20479E+04    0.12654E+02   -0.74308E+02    0.80665E+06    0.10236E+03
   470    0.20587E+04    0.12478E+02   -0.74285E+02    0.80405E+06    0.10013E+03
   471    0.20693E+04    0.12304E+02   -0.74225E+02    0.80145E+06    0.97960E+02
   472    0.20800E+04    0.12130E+02   -0.74136E+02    0.79887E+06    0.95846E+02
   473    0.20907E+04    0.11957E+02   -0.74010E+02    0.79630E+06    0.93788E+02
   474    0.21014E+04    0.11785E+02   -0.73854E+02    0.79374E+06    0.91784E+02
   475    0.21121E+04    0.11613E+02   -0.73662E+02    0.79120E+06    0.89834E+02
   476    0.21226E+04    0.11443E+02   -0.73435E+02    0.78866E+06    0.87937E+02
   477    0.21331E+04    0.11273E+02   -0.73182E+02    0.78614E+06    0.86092E+02
   478    0.21436E+04    0.11104E+02   -0.72886E+02    0.78362E+06    0.84298E+02
   479    0.21540E+04    0.10938E+02   -0.72571E+02    0.78112E+06    0.82554E+02
   480    0.21643E+04    0.10772E+02   -0.72217E+02    0.77863E+06    0.80860E+02
   481    0.21746E+04    0.10609E+02   -0.71828E+02    0.77615E+06    0.79214E+02
   482    0.21849E+04    0.10447E+02   -0.71411E+02    0.77368E+06    0.77615E+02
   483    0.21950E+04    0.10286E+02   -0.70966E+02    0.77122E+06    0.76063E+02
   484    0.22049E+04    0.10128E+02   -0.70489E+02    0.76877E+06    0.74556E+02
   485    0.22149E+04    0.99707E+01   -0.69981E+02    0.76633E+06    0.73094E+02
   486    0.22248E+04    0.98164E+01   -0.69444E+02    0.76390E+06    0.71676E+02
   487    0.22345E+04    0.96643E+01   -0.68877E+02    0.76148E+06    0.70302E+02
   488    0.22441E+04    0.95135E+01   -0.68281E+02    0.75908E+06    0.68969E+02
   489    0.22536E+04    0.93655E+01   -0.67657E+02    0.75668E+06    0.67677E+02
   490    0.22631E+04    0.92203E+01   -0.67003E+02    0.75429E+06    0.66426E+02
   491    0.22722E+04    0.90773E+01   -0.66324E+02    0.75192E+06    0.65214E+02
   492    0.22814E+04    0.89370E+01   -0.65617E+02    0.74955E+06    0.64041E+02
   493    0.22904E+04    0.87980E+01   -0.64882E+02    0.74719E+06    0.62905E+02
   494    0.22993E+04    0.86634E+01   -0.64122E+02    0.74485E+06    0.61806E+02
   495    0.23079E+04    0.85308E+01   -0.63336E+02    0.74251E+06    0.60743E+02
   496    0.23165E+04    0.84018E+01   -0.62526E+02    0.74019E+06    0.59714E+02
   497    0.23248E+04    0.82756E+01   -0.61689E+02    0.73787E+06    0.58720E+02
   498    0.23331E+04    0.81514E+01   -0.60831E+02    0.73556E+06    0.57759E+02
   499    0.23413E+04    0.80315E+01   -0.59946E+02    0.73327E+06    0.56830E+02
   500    0.23492E+04    0.79137E+01   -0.59041E+02    0.73098E+06    0.55932E+02
   501    0.23569E+04    0.78001E+01   -0.58112E+02    0.72870E+06    0.55065E+02
   502    0.23645E+04    0.76901E+01   -0.57162E+02    0.72643E+06    0.54228E+02
   503    0.23719E+04    0.75828E+01   -0.56190E+02    0.72418E+06    0.53421E+02
   504    0.23791E+04    0.74792E+01   -0.55197E+02    0.72193E+06    0.52644E+02
   505    0.23862E+04    0.73797E+01   -0.54185E+02    0.71969E+06    0.51896E+02
   506    0.23930E+04    0.72840E+01   -0.53153E+02    0.71746E+06    0.51176E+02
   507    0.23998E+04    0.71917E+01   -0.52103E+02    0.71524E+06    0.50486E+02
   508    0.24062E+04    0.71038E+01   -0.51034E+02    0.71303E+06    0.49824E+02
   509    0.24125E+04    0.70194E+01   -0.49948E+02    0.71083E+06    0.49190E+02
   510    0.24185E+04    0.69391E+01   -0.48846E+02    0.70863E+06    0.48583E+02
   511    0.24245E+04    0.68626E+01   -0.47727E+02    0.70645E+06    0.48005E+02
   512    0.24301E+04    0.67905E+01   -0.46592E+02    0.70428E+06    0.47453E+02
   513    0.24356E+04    0.67224E+01   -0.45443E+02    0.70211E+06    0.46929E+02
   514    0.24409E+04    0.66586E+01   -0.44281E+02    0.69996E+06    0.46431E+02
   515    0.24460E+04    0.65992E+01   -0.43104E+02    0.69781E+06    0.45960E+02
   516    0.24508E+04    0.65441E+01   -0.41915E+02    0.69567E+06    0.45515E+02
   517    0.24554E+04    0.64936E+01   -0.40714E+02    0.69354E+06    0.45095E+02
   518    0.24598E+04    0.64474E+01   -0.39502E+02    0.69142E+06    0.44701E+02
   519    0.24641E+04    0.64058E+01   -0.38278E+02    0.68931E+06    0.44332E+02
   520    0.24680E+04    0.63687E+01   -0.37046E+02    0.68721E+06    0.43989E+02
   521    0.24717E+04    0.63363E+01   -0.35804E+02    0.68512E+06    0.43669E+02
   522    0.24752E+04    0.63086E+01   -0.34553E+02    0.68304E+06    0.43375E+02
   523    0.24785E+04    0.62856E+01   -0.33296E+02    0.68096E+06    0.43104E+02
   524    0.24816E+04    0.62673E+01   -0.32031E+02    0.67889E+06    0.42857E+02
   525    0.24843E+04    0.62538E+01   -0.30759E+02    0.67684E+06    0.42634E+02
   526    0.24869E+04    0.62452E+01   -0.29481E+02    0.67479E+06    0.42433E+02
   527    0.24895E+04    0.62413E+01   -0.28199E+02    0.67275E+06    0.42256E+02
   528    0.24916E+04    0.62423E+01   -0.26914E+02    0.67072E+06    0.42101E+02
   529    0.24935E+04    0.62484E+01   -0.25624E+02    0.66869E+06    0.41969E+02
   530    0.24952E+04    0.62595E+01   -0.24334E+02    0.66668E+06    0.41858E+02
   531    0.24968E+04    0.62753E+01   -0.23039E+02    0.66467E+06    0.41770E+02
   532    0.24980E+04    0.62963E+01   -0.21745E+02    0.66267E+06    0.41702E+02
   533    0.24990E+04    0.63222E+01   -0.20450E+02    0.66069E+06    0.41656E+02
   534    0.24997E+04    0.63532E+01   -0.19156E+02    0.65870E+06    0.41631E+02
   535    0.25003E+04    0.63894E+01   -0.17863E+02    0.65673E+06    0.41627E+02
   536    0.25006E+04    0.64305E+01   -0.16571E+02    0.65477E+06    0.41643E+02
   537    0.25007E+04    0.64767E+01   -0.15282E+02    0.65281E+06    0.41678E+02
   538    0.25005E+04    0.65281E+01   -0.13996E+02    0.65086E+06    0.41734E+02
   539    0.25002E+04    0.65844E+01   -0.12714E+02    0.64893E+06    0.41809E+02
   540    0.24996E+04    0.66460E+01   -0.11438E+02    0.64699E+06    0.41903E+02
   541    0.24988E+04    0.67126E+01   -0.10166E+02    0.64507E+06    0.42016E+02
   542    0.24977E+04    0.67843E+01   -0.89009E+01    0.64316E+06    0.42147E+02
   543    0.24964E+04    0.68612E+01   -0.76427E+01    0.64125E+06    0.42297E+02
   544    0.24950E+04    0.69432E+01   -0.63920E+01    0.63935E+06    0.42465E+02
   545    0.24932E+04    0.70303E+01   -0.51494E+01    0.63746E+06    0.42650E+02
   546    0.24913E+04    0.71222E+01   -0.39160E+01    0.63558E+06    0.42853E+02
   547    0.24891E+04    0.72192E+01   -0.26920E+01    0.63370E+06    0.43073E+02
   548    0.24868E+04    0.73212E+01   -0.14784E+01    0.63183E+06    0.43310E+02
   549    0.24842E+04    0.74283E+01   -0.27597E+00    0.62997E+06    0.43563E+02
