#    L    TT             EE             TE
  1984    0.20869E+03    0.96994E+01   -0.19832E+02
  1985    0.20893E+03    0.96370E+01   -0.19895E+02
  1986    0.20917E+03    0.95746E+01   -0.19953E+02
  1987    0.20941E+03    0.95121E+01   -0.20008E+02
  1988    0.20966E+03    0.94488E+01   -0.20058E+02
  1989    0.20991E+03    0.93854E+01   -0.20104E+02
  1990    0.21016E+03    0.93213E+01   -0.20147E+02
  1991    0.21041E+03    0.92555E+01   -0.20185E+02
  1992    0.21065E+03    0.91905E+01   -0.20220E+02
  1993    0.21091E+03    0.91254E+01   -0.20250E+02
  1994    0.21116E+03    0.90588E+01   -0.20277E+02
  1995    0.21142E+03    0.89921E+01   -0.20300E+02
  1996    0.21167E+03    0.89245E+01   -0.20319E+02
  1997    0.21192E+03    0.88569E+01   -0.20332E+02
  1998    0.21218E+03    0.87900E+01   -0.20342E+02
  1999    0.21243E+03    0.87215E+01   -0.20349E+02
  2000    0.21268E+03    0.86537E+01   -0.20351E+02
  2001    0.21294E+03    0.85859E+01   -0.20350E+02
  2002    0.21318E+03    0.85171E+01   -0.20344E+02
  2003    0.21343E+03    0.84484E+01   -0.20335E+02
  2004    0.21369E+03    0.83795E+01   -0.20321E+02
  2005    0.21392E+03    0.83098E+01   -0.20303E+02
  2006    0.21417E+03    0.82416E+01   -0.20283E+02
  2007    0.21440E+03    0.81718E+01   -0.20257E+02
  2008    0.21464E+03    0.81019E+01   -0.20228E+02
  2009    0.21488E+03    0.80326E+01   -0.20194E+02
  2010    0.21510E+03    0.79633E+01   -0.20157E+02
  2011    0.21533E+03    0.78932E+01   -0.20116E+02
  2012    0.21555E+03    0.78237E+01   -0.20072E+02
  2013    0.21576E+03    0.77535E+01   -0.20024E+02
  2014    0.21598E+03    0.76846E+01   -0.19970E+02
  2015    0.21619E+03    0.76149E+01   -0.19915E+02
  2016    0.21640E+03    0.75459E+01   -0.19855E+02
  2017    0.21659E+03    0.74769E+01   -0.19792E+02
  2018    0.21678E+03    0.74079E+01   -0.19726E+02
  2019    0.21697E+03    0.73389E+01   -0.19654E+02
  2020    0.21715E+03    0.72701E+01   -0.19580E+02
  2021    0.21733E+03    0.72019E+01   -0.19502E+02
  2022    0.21750E+03    0.71338E+01   -0.19421E+02
  2023    0.21766E+03    0.70659E+01   -0.19336E+02
  2024    0.21782E+03    0.69983E+01   -0.19248E+02
  2025    0.21796E+03    0.69309E+01   -0.19157E+02
  2026    0.21810E+03    0.68639E+01   -0.19062E+02
  2027    0.21825E+03    0.67973E+01   -0.18964E+02
  2028    0.21836E+03    0.67309E+01   -0.18862E+02
  2029    0.21849E+03    0.66650E+01   -0.18758E+02
  2030    0.21860E+03    0.65995E+01   -0.18650E+02
  2031    0.21870E+03    0.65343E+01   -0.18539E+02
  2032    0.21880E+03    0.64696E+01   -0.18425E+02
  2033    0.21889E+03    0.64055E+01   -0.18309E+02
  2034    0.21897E+03    0.63418E+01   -0.18189E+02
  2035    0.21904E+03    0.62785E+01   -0.18066E+02
  2036    0.21910E+03    0.62158E+01   -0.17940E+02
  2037    0.21916E+03    0.61537E+01   -0.17812E+02
  2038    0.21919E+03    0.60921E+01   -0.17681E+02
  2039    0.21923E+03    0.60311E+01   -0.17546E+02
  2040    0.21926E+03    0.59706E+01   -0.17410E+02
  2041    0.21927E+03    0.59106E+01   -0.17270E+02
  2042    0.21928E+03    0.58515E+01   -0.17129E+02
  2043    0.21927E+03    0.57929E+01   -0.16984E+02
  2044    0.21927E+03    0.57349E+01   -0.16837E+02
  2045    0.21925E+03    0.56775E+01   -0.16688E+02
  2046    0.21923E+03    0.56209E+01   -0.16537E+02
  2047    0.21918E+03    0.55649E+01   -0.16384E+02
  2048    0.21913E+03    0.55097E+01   -0.16228E+02
  2049    0.21907E+03    0.54552E+01   -0.16071E+02
  2050    0.21900E+03    0.54014E+01   -0.15910E+02
  2051    0.21891E+03    0.53484E+01   -0.15749E+02
  2052    0.21882E+03    0.52961E+01   -0.15585E+02
  2053    0.21872E+03    0.52446E+01   -0.15418E+02
  2054    0.21860E+03    0.51939E+01   -0.15251E+02
  2055    0.21847E+03    0.51439E+01   -0.15082E+02
  2056    0.21834E+03    0.50949E+01   -0.14912E+02
  2057    0.21820E+03    0.50466E+01   -0.14738E+02
  2058    0.21804E+03    0.49992E+01   -0.14565E+02
  2059    0.21788E+03    0.49526E+01   -0.14389E+02
  2060    0.21770E+03    0.49067E+01   -0.14212E+02
  2061    0.21751E+03    0.48618E+01   -0.14033E+02
  2062    0.21731E+03    0.48178E+01   -0.13854E+02
  2063    0.21711E+03    0.47747E+01   -0.13673E+02
  2064    0.21688E+03    0.47324E+01   -0.13491E+02
  2065    0.21664E+03    0.46911E+01   -0.13307E+02
  2066    0.21641E+03    0.46507E+01   -0.13124E+02
  2067    0.21615E+03    0.46111E+01   -0.12939E+02
  2068    0.21588E+03    0.45725E+01   -0.12754E+02
  2069    0.21561E+03    0.45348E+01   -0.12567E+02
  2070    0.21532E+03    0.44981E+01   -0.12380E+02
  2071    0.21501E+03    0.44622E+01   -0.12193E+02
  2072    0.21471E+03    0.44274E+01   -0.12004E+02
  2073    0.21438E+03    0.43935E+01   -0.11816E+02
  2074    0.21405E+03    0.43606E+01   -0.11627E+02
  2075    0.21371E+03    0.43285E+01   -0.11437E+02
  2076    0.21335E+03    0.42975E+01   -0.11246E+02
  2077    0.21299E+03    0.42674E+01   -0.11057E+02
  2078    0.21262E+03    0.42383E+01   -0.10866E+02
  2079    0.21221E+03    0.42102E+01   -0.10676E+02
  2080    0.21183E+03    0.41830E+01   -0.10485E+02
  2081    0.21142E+03    0.41570E+01   -0.10295E+02
  2082    0.21100E+03    0.41317E+01   -0.10104E+02
  2083    0.21057E+03    0.41075E+01   -0.99149E+01
  2084    0.21012E+03    0.40844E+01   -0.97249E+01
  2085    0.20968E+03    0.40621E+01   -0.95347E+01
  2086    0.20922E+03    0.40408E+01   -0.93450E+01
  2087    0.20875E+03    0.40206E+01   -0.91565E+01
  2088    0.20826E+03    0.40013E+01   -0.89685E+01
  2089    0.20778E+03    0.39830E+01   -0.87802E+01
  2090    0.20727E+03    0.39657E+01   -0.85931E+01
  2091    0.20677E+03    0.39493E+01   -0.84066E+01
  2092    0.20625E+03    0.39339E+01   -0.82212E+01
  2093    0.20571E+03    0.39195E+01   -0.80349E+01
  2094    0.20517E+03    0.39061E+01   -0.78505E+01
  2095    0.20462E+03    0.38935E+01   -0.76673E+01
  2096    0.20406E+03    0.38821E+01   -0.74855E+01
  2097    0.20349E+03    0.38715E+01   -0.73040E+01
  2098    0.20291E+03    0.38619E+01   -0.71242E+01
  2099    0.20233E+03    0.38532E+01   -0.69444E+01
  2100    0.20174E+03    0.38456E+01   -0.67669E+01
  2101    0.20113E+03    0.38388E+01   -0.65903E+01
  2102    0.20051E+03    0.38329E+01   -0.64148E+01
  2103    0.19989E+03    0.38280E+01   -0.62408E+01
  2104    0.19927E+03    0.38240E+01   -0.60682E+01
  2105    0.19862E+03    0.38208E+01   -0.58970E+01
  2106    0.19797E+03    0.38186E+01   -0.57274E+01
  2107    0.19732E+03    0.38173E+01   -0.55594E+01
  2108    0.19665E+03    0.38169E+01   -0.53929E+01
  2109    0.19599E+03    0.38173E+01   -0.52281E+01
  2110    0.19531E+03    0.38187E+01   -0.50651E+01
  2111    0.19462E+03    0.38208E+01   -0.49038E+01
  2112    0.19393E+03    0.38239E+01   -0.47443E+01
  2113    0.19322E+03    0.38276E+01   -0.45868E+01
  2114    0.19252E+03    0.38323E+01   -0.44312E+01
  2115    0.19180E+03    0.38379E+01   -0.42775E+01
  2116    0.19109E+03    0.38443E+01   -0.41259E+01
  2117    0.19036E+03    0.38518E+01   -0.39765E+01
  2118    0.18963E+03    0.38597E+01   -0.38289E+01
  2119    0.18889E+03    0.38685E+01   -0.36837E+01
  2120    0.18814E+03    0.38780E+01   -0.35405E+01
  2121    0.18739E+03    0.38884E+01   -0.33997E+01
  2122    0.18663E+03    0.38995E+01   -0.32610E+01
  2123    0.18587E+03    0.39113E+01   -0.31247E+01
  2124    0.18511E+03    0.39238E+01   -0.29907E+01
  2125    0.18433E+03    0.39371E+01   -0.28591E+01
  2126    0.18356E+03    0.39510E+01   -0.27298E+01
  2127    0.18277E+03    0.39657E+01   -0.26031E+01
  2128    0.18199E+03    0.39810E+01   -0.24788E+01
  2129    0.18120E+03    0.39969E+01   -0.23570E+01
  2130    0.18040E+03    0.40135E+01   -0.22377E+01
  2131    0.17960E+03    0.40309E+01   -0.21210E+01
  2132    0.17881E+03    0.40488E+01   -0.20068E+01
  2133    0.17800E+03    0.40674E+01   -0.18953E+01
  2134    0.17720E+03    0.40866E+01   -0.17865E+01
  2135    0.17638E+03    0.41064E+01   -0.16801E+01
  2136    0.17556E+03    0.41266E+01   -0.15767E+01
  2137    0.17475E+03    0.41475E+01   -0.14758E+01
  2138    0.17392E+03    0.41689E+01   -0.13777E+01
  2139    0.17310E+03    0.41909E+01   -0.12823E+01
  2140    0.17228E+03    0.42134E+01   -0.11896E+01
  2141    0.17146E+03    0.42362E+01   -0.10998E+01
  2142    0.17062E+03    0.42597E+01   -0.10128E+01
  2143    0.16978E+03    0.42836E+01   -0.92860E+00
  2144    0.16895E+03    0.43079E+01   -0.84708E+00
  2145    0.16811E+03    0.43327E+01   -0.76860E+00
  2146    0.16727E+03    0.43579E+01   -0.69283E+00
  2147    0.16643E+03    0.43835E+01   -0.61995E+00
  2148    0.16561E+03    0.44096E+01   -0.54995E+00
  2149    0.16477E+03    0.44361E+01   -0.48279E+00
  2150    0.16393E+03    0.44629E+01   -0.41851E+00
  2151    0.16309E+03    0.44900E+01   -0.35712E+00
  2152    0.16225E+03    0.45175E+01   -0.29859E+00
  2153    0.16141E+03    0.45453E+01   -0.24296E+00
  2154    0.16057E+03    0.45733E+01   -0.19021E+00
  2155    0.15973E+03    0.46017E+01   -0.14032E+00
  2156    0.15890E+03    0.46303E+01   -0.93297E-01
  2157    0.15806E+03    0.46591E+01   -0.49142E-01
  2158    0.15723E+03    0.46882E+01   -0.78371E-02
  2159    0.15639E+03    0.47176E+01    0.30624E-01
  2160    0.15556E+03    0.47470E+01    0.66247E-01
  2161    0.15473E+03    0.47767E+01    0.99044E-01
  2162    0.15390E+03    0.48065E+01    0.12902E+00
  2163    0.15307E+03    0.48364E+01    0.15618E+00
  2164    0.15224E+03    0.48664E+01    0.18055E+00
  2165    0.15142E+03    0.48967E+01    0.20214E+00
  2166    0.15061E+03    0.49269E+01    0.22095E+00
  2167    0.14978E+03    0.49571E+01    0.23699E+00
  2168    0.14897E+03    0.49876E+01    0.25029E+00
  2169    0.14817E+03    0.50179E+01    0.26087E+00
  2170    0.14736E+03    0.50483E+01    0.26875E+00
  2171    0.14655E+03    0.50786E+01    0.27395E+00
  2172    0.14576E+03    0.51090E+01    0.27650E+00
  2173    0.14497E+03    0.51393E+01    0.27640E+00
  2174    0.14418E+03    0.51696E+01    0.27370E+00
  2175    0.14339E+03    0.51998E+01    0.26840E+00
  2176    0.14260E+03    0.52298E+01    0.26053E+00
  2177    0.14184E+03    0.52598E+01    0.25013E+00
  2178    0.14107E+03    0.52896E+01    0.23721E+00
  2179    0.14030E+03    0.53193E+01    0.22179E+00
  2180    0.13953E+03    0.53488E+01    0.20390E+00
  2181    0.13878E+03    0.53782E+01    0.18358E+00
  2182    0.13803E+03    0.54074E+01    0.16083E+00
  2183    0.13728E+03    0.54364E+01    0.13573E+00
  2184    0.13653E+03    0.54651E+01    0.10827E+00
  2185    0.13580E+03    0.54935E+01    0.78500E-01
  2186    0.13507E+03    0.55218E+01    0.46460E-01
  2187    0.13436E+03    0.55498E+01    0.12170E-01
  2188    0.13363E+03    0.55775E+01   -0.24321E-01
  2189    0.13293E+03    0.56049E+01   -0.62989E-01
  2190    0.13223E+03    0.56320E+01   -0.10379E+00
  2191    0.13153E+03    0.56588E+01   -0.14671E+00
  2192    0.13085E+03    0.56851E+01   -0.19170E+00
  2193    0.13016E+03    0.57112E+01   -0.23873E+00
  2194    0.12949E+03    0.57369E+01   -0.28777E+00
  2195    0.12882E+03    0.57622E+01   -0.33882E+00
  2196    0.12816E+03    0.57871E+01   -0.39175E+00
  2197    0.12751E+03    0.58116E+01   -0.44654E+00
  2198    0.12686E+03    0.58357E+01   -0.50317E+00
  2199    0.12622E+03    0.58593E+01   -0.56166E+00
  2200    0.12559E+03    0.58824E+01   -0.62194E+00
